"category","over_represented_pvalue_wal","numDEInCat","numInCat","over_represented_pvalue_naive","db","padj_wal","padj_naive","classification"
"GO_Biological_Process_2026::Negative Regulation of Chromosome Organization (GO:2001251)",0.258170975323283,4,10,0.295134547018494,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Protein Localization to Cell Periphery (GO:1990778)",0.258262406226524,39,120,0.15197099290576,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Negative Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)",0.258269463471365,15,45,0.253844911069453,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Molecular_Function_2026::Diacylglycerol O-acyltransferase Activity (GO:0004144)",0.258308995265166,2,2,0.0777837033908086,"GO_Molecular_Function_2026",1,0.848883566139061,"n.s."
"GO_Molecular_Function_2026::Damaged DNA Binding (GO:0003684)",0.25927314796687,14,50,0.546878926135556,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Insulin Metabolic Process (GO:1901142)",0.259430915377683,3,9,0.479966726657396,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cytoskeleton-dependent Cytokinesis (GO:0061640)",0.259444998298649,22,80,0.573668397563981,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991)",0.259687472300262,7,19,0.262073768571266,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Positive Regulation of the Force of Heart Contraction (GO:0098735)",0.259764801826304,2,4,0.311341511385055,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulation of Translation (GO:0006417)",0.259835375413332,45,177,0.793277681298513,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Interleukin-4 (GO:0071353)",0.25992295842901,7,17,0.169332140204743,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Regulation of B Cell Activation (GO:0050864)",0.260001653056866,11,29,0.158437638982902,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Protein Localization to Chromatin (GO:0071168)",0.260014811930983,10,34,0.486105720736302,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Lymphocyte Migration (GO:2000401)",0.260079797166069,5,12,0.222730347171751,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Molecular_Function_2026::Glycosylceramidase Activity (GO:0017042)",0.26011901923931,2,4,0.311341511385055,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Trans-Golgi Network Transport Vesicle Membrane (GO:0012510)",0.260188981103353,2,4,0.311341511385055,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Neg Reg Blood Vessel Endothelial Cell Proliferation Involved in Sprouting Angiogenesis (GO:1903588)",0.26040645784591,2,4,0.311341511385055,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Prostaglandin Biosynthetic Process (GO:0001516)",0.260483245157499,6,13,0.12497992366273,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Lipid Translocation (GO:0034204)",0.260496021789302,7,25,0.570715281900261,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::L-leucine Transport (GO:0015820)",0.26084744278148,5,8,0.0430454957575365,"GO_Biological_Process_2026",1,0.709173802317223,"n.s."
"GO_Biological_Process_2026::Regulation of Wound Healing, Spreading of Epidermal Cells (GO:1903689)",0.260865435588985,3,8,0.39452831718279,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Protein Localization to Nucleolus (GO:1904749)",0.260930239750526,4,8,0.157572745598224,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Regulation of Inhibitory Synapse Assembly (GO:1905702)",0.261489012952405,3,4,0.0686121860728738,"GO_Biological_Process_2026",1,0.774691583815205,"n.s."
"GO_Cellular_Component_2026::Filtration Diaphragm (GO:0036056)",0.261512326422431,2,4,0.311341511385055,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Slit Diaphragm (GO:0036057)",0.261512326422431,2,4,0.311341511385055,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Neuroblast Proliferation (GO:1902692)",0.261918279460277,4,12,0.441803812345083,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Gene Expression (GO:0010629)",0.261974432952375,82,317,0.809317166713823,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of T-helper 2 Cell Differentiation (GO:0045628)",0.262004051484542,3,8,0.39452831718279,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Dosage Compensation by Inactivation of X Chromosome (GO:0009048)",0.262106877799766,4,15,0.638242987596245,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Fatty Acid Metabolic Process (GO:0045922)",0.262270090035947,6,15,0.218957371904929,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236)",0.262281793670989,22,61,0.101562281271673,"GO_Biological_Process_2026",1,0.870696430295054,"n.s."
"GO_Cellular_Component_2026::Endodeoxyribonuclease Complex (GO:1905347)",0.262365860301124,3,5,0.136298862930939,"GO_Cellular_Component_2026",1,0.716392385604453,"n.s."
"GO_Biological_Process_2026::Stress-activated Protein Kinase Signaling Cascade (GO:0031098)",0.262595254985051,7,17,0.169332140204743,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Molecular_Function_2026::Lipoprotein Particle Receptor Binding (GO:0070325)",0.262728658283508,9,22,0.131583334450687,"GO_Molecular_Function_2026",1,0.963827673583069,"n.s."
"GO_Cellular_Component_2026::Pinosome (GO:0044352)",0.262799009293906,3,7,0.305669977838577,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Cholesterol Storage (GO:0010886)",0.262821769130983,3,5,0.136298862930939,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Regulation of Notch Signaling Pathway (GO:0008593)",0.262849651903185,27,66,0.0152130741484724,"GO_Biological_Process_2026",1,0.56118290290545,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Hormone Secretion (GO:0046888)",0.262853426625772,4,6,0.0549395439493138,"GO_Biological_Process_2026",1,0.752430248701452,"n.s."
"GO_Biological_Process_2026::Nuclear-transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",0.262967539437742,9,28,0.374872223451197,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Sterol Metabolic Process (GO:0016125)",0.263032463699351,17,44,0.0802286129348181,"GO_Biological_Process_2026",1,0.80486103415521,"n.s."
"GO_Biological_Process_2026::Transepithelial Transport (GO:0070633)",0.263177400733217,5,17,0.535659486263081,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::L-alanine Transport (GO:0015808)",0.263211499365637,3,6,0.217658181912564,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Acyl-CoA Biosynthetic Process (GO:0071616)",0.263418695267428,6,18,0.386710994263726,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Oxidoreductase Act, Resulting in the Red of Mol Oxygen to Two Molecules of Water (GO:0016717)",0.26347835763009,4,6,0.0549395439493138,"GO_Molecular_Function_2026",1,0.740487632345505,"n.s."
"GO_Biological_Process_2026::Intrinsic Apoptotic Signaling Pathway in Response to Oxidative Stress (GO:0008631)",0.263588272257579,4,13,0.512016901447392,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Response to Stimulus (GO:0048585)",0.263620009079379,18,50,0.131689258934337,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Lymphocyte Activation Involved in Immune Response (GO:0002285)",0.263850333276396,3,8,0.39452831718279,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Nuclear Stress Granule (GO:0097165)",0.263856521222799,3,7,0.305669977838577,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902177)",0.263872663955876,1,5,0.805118413380447,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Programmed Cell Death (GO:0043068)",0.263880532152282,71,225,0.123479990389131,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Interleukin-8 Production (GO:0032717)",0.264158036391652,7,16,0.129366707409982,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Co-transcriptional RNA 3'-End Processing, Cleavage and Polyadenylation Pathway (GO:0180012)",0.264279344489307,4,14,0.577837101671469,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Signaling Receptor Complex Adaptor Activity (GO:0030159)",0.264829609285448,18,43,0.033810776980537,"GO_Molecular_Function_2026",1,0.633266714797625,"n.s."
"GO_Cellular_Component_2026::Filopodium (GO:0030175)",0.264934449781246,14,49,0.511863786675949,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Gene Expression via Chromosomal CpG Island Demethylation (GO:0044029)",0.264982428833878,4,10,0.295134547018494,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Molecular_Function_2026::Chemorepellent Activity (GO:0045499)",0.265676054156534,10,22,0.0591986573442299,"GO_Molecular_Function_2026",1,0.759716102584284,"n.s."
"GO_Molecular_Function_2026::Aryl Hydrocarbon Receptor Binding (GO:0017162)",0.265692592031136,3,7,0.305669977838577,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Mast Cell Activation (GO:0033004)",0.265756099861181,2,6,0.533225824575417,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Processing (GO:0016485)",0.266428306014925,35,112,0.242647896770978,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulation of Pentose-Phosphate Shunt (GO:0043456)",0.266704944895809,3,5,0.136298862930939,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Nuclear-transcribed mRNA poly(A) Tail Shortening (GO:0000289)",0.266913511571612,6,20,0.500534040530347,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)",0.266946029386128,16,39,0.0528427952934036,"GO_Biological_Process_2026",1,0.752430248701452,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Transcription by RNA Polymerase I (GO:0016479)",0.266955697987157,4,8,0.157572745598224,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::DNA Repair-Dependent Chromatin Remodeling (GO:0140861)",0.267037455842278,7,25,0.570715281900261,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Polyubiquitin Modification-Dependent Protein Binding (GO:0031593)",0.267385020835662,20,54,0.0909665321908269,"GO_Molecular_Function_2026",1,0.924147023783778,"n.s."
"GO_Biological_Process_2026::Cellular Response to Interleukin-12 (GO:0071349)",0.267542434887043,4,10,0.295134547018494,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulation of Tooth Mineralization (GO:0070170)",0.26771224286857,1,2,0.480066894528123,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Microfibril (GO:0001527)",0.267828338471003,7,14,0.0659282330467278,"GO_Cellular_Component_2026",1,0.494461747850459,"n.s."
"GO_Cellular_Component_2026::Acetyltransferase Complex (GO:1902493)",0.268251154508702,2,6,0.533225824575417,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Pyruvate Dehydrogenase Complex (GO:0045254)",0.268251154508702,2,6,0.533225824575417,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Ubiquitin-like Protein Ligase Activity (GO:0061659)",0.26847671693329,81,284,0.428159479033064,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Polymerization (GO:0032272)",0.268793591184751,9,22,0.131583334450687,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Molecular_Function_2026::Protein Serine Kinase Activity (GO:0106310)",0.268966868226861,10,25,0.130872504729462,"GO_Molecular_Function_2026",1,0.963827673583069,"n.s."
"GO_Molecular_Function_2026::Histone H3K36me3 Reader Activity (GO:0140003)",0.269256881092915,3,6,0.217658181912564,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Phosphatase Activity (GO:0016791)",0.269577405578339,21,68,0.333001251169933,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of RIG-I Signaling Pathway (GO:0039536)",0.269615323260889,4,8,0.157572745598224,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Diacylglycerol Biosynthetic Process (GO:0006651)",0.269970604248629,3,5,0.136298862930939,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Cellular_Component_2026::U2-type Spliceosomal Complex (GO:0005684)",0.270150274006598,24,92,0.68830425120855,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::IMP Biosynthetic Process (GO:0006188)",0.270540757811319,3,8,0.39452831718279,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Nucleosomal DNA Binding (GO:0031492)",0.270910019279518,12,33,0.184492026972728,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Inositol Phosphate Biosynthetic Process (GO:0010919)",0.271107541029275,1,3,0.625111917427702,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Pos Reg Nucleotide-Binding Domain, Leucine Rich Repeat Containing Rec Signaling Pathway (GO:0070426)",0.271188555326815,4,6,0.0549395439493138,"GO_Biological_Process_2026",1,0.752430248701452,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Protein Localization (GO:1903829)",0.271277176950092,40,124,0.161272780977826,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Regulation of Alcohol Biosynthetic Process (GO:1902930)",0.271334774316737,7,14,0.0659282330467278,"GO_Biological_Process_2026",1,0.774691583815205,"n.s."
"GO_Biological_Process_2026::Amino Acid Metabolic Process (GO:0006520)",0.271431384106937,9,21,0.101971421088955,"GO_Biological_Process_2026",1,0.870696430295054,"n.s."
"GO_Biological_Process_2026::Response to Light Stimulus (GO:0009416)",0.271675695587814,14,47,0.440115422900736,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Lipid Catabolic Process (GO:0016042)",0.271774283001761,16,45,0.162701485057137,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Molecular_Function_2026::Ligand-gated Sodium Channel Activity (GO:0015280)",0.271855615590113,7,12,0.0260712568570015,"GO_Molecular_Function_2026",1,0.58281874199684,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Keratinocyte Differentiation (GO:0045618)",0.27193707076035,6,15,0.218957371904929,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Response to Magnesium Ion (GO:0032026)",0.272136328423621,3,8,0.39452831718279,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of JNK Cascade (GO:0046328)",0.272154152353106,37,104,0.0524349066162727,"GO_Biological_Process_2026",1,0.752430248701452,"n.s."
"GO_Biological_Process_2026::Golgi to Plasma Membrane Protein Transport (GO:0043001)",0.27268737706133,10,30,0.31409618505323,"GO_Biological_Process_2026",1,0.992243214378261,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Proteasomal Protein Catabolic Process (GO:1901799)",0.272754476451079,15,49,0.387000589889634,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Cytoplasmic Vesicle Lumen (GO:0060205)",0.272862804944441,36,109,0.137659713312228,"GO_Cellular_Component_2026",1,0.716392385604453,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)",0.272878407740213,11,28,0.129468611134872,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Cellular_Component_2026::Cajal Body (GO:0015030)",0.273377103248272,11,37,0.462964306250378,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Cardiac Epithelial to Mesenchymal Transition (GO:0062043)",0.273698779783769,3,7,0.305669977838577,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulation of Actomyosin Structure Organization (GO:0110020)",0.274166961918853,6,14,0.169268691624731,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Regulation of Cytoplasmic mRNA Processing Body Assembly (GO:0010603)",0.274392704302637,1,5,0.805118413380447,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)",0.274419280001246,26,70,0.0579759031521877,"GO_Biological_Process_2026",1,0.76515308626854,"n.s."
"GO_Biological_Process_2026::Negative Regulation of T-helper 17 Cell Differentiation (GO:2000320)",0.274439562714509,6,11,0.0566318102659622,"GO_Biological_Process_2026",1,0.752430248701452,"n.s."
"GO_Biological_Process_2026::Small Nucleolar Ribonucleoprotein Complex Assembly (GO:0000491)",0.27486526488724,3,10,0.559180517931211,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Pattern Recognition Receptor Signaling Pathway (GO:0002221)",0.274898768856571,18,62,0.46836415294572,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Carboxylic Acid Transport (GO:0046942)",0.275067512196546,14,32,0.0394572004336569,"GO_Biological_Process_2026",1,0.709173802317223,"n.s."
"GO_Biological_Process_2026::Regulation of Phagocytosis (GO:0050764)",0.275135819233244,20,53,0.0766514142337836,"GO_Biological_Process_2026",1,0.793088413126204,"n.s."
"GO_Biological_Process_2026::Sex-chromosome Dosage Compensation (GO:0007549)",0.275232207350381,3,10,0.559180517931211,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Glycogen Metabolic Process (GO:0070873)",0.275254847077637,4,7,0.10030912067788,"GO_Biological_Process_2026",1,0.870696430295054,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Cell Division (GO:0051782)",0.275319962475237,4,9,0.223651498233578,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Regulation of Glycolytic Process (GO:0006110)",0.275433830088058,16,40,0.0659827923246251,"GO_Biological_Process_2026",1,0.774691583815205,"n.s."
"GO_Biological_Process_2026::Host-mediated Suppression of Viral Transcription (GO:0043922)",0.275494877654822,5,13,0.283824361864889,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Cellular_Component_2026::PiP-body (GO:0071547)",0.275806162284067,1,4,0.729702052775251,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Interleukin-1 Production (GO:0032732)",0.276357684439075,17,53,0.293668668087887,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)",0.276608531325844,17,51,0.234938176835185,"GO_Biological_Process_2026",1,0.979156373490642,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Calcium Ion Import Across Plasma Membrane (GO:1905665)",0.276617895576958,1,5,0.805118413380447,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Hair Cell Differentiation (GO:0035315)",0.276673104460361,2,5,0.428036610354466,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Nuclear Retinoic Acid Receptor Binding (GO:0042974)",0.276745125370694,7,17,0.169332140204743,"GO_Molecular_Function_2026",1,0.99120802601247,"n.s."
"GO_Biological_Process_2026::T Cell Migration (GO:0072678)",0.27675576862047,5,16,0.474906890276714,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Release of Cytochrome C From Mitochondria (GO:0090200)",0.276766889536909,10,23,0.0793724515315695,"GO_Biological_Process_2026",1,0.803054496841552,"n.s."
"GO_Molecular_Function_2026::Inositol-1,4,5-trisphosphate 5-Phosphatase Activity (GO:0052658)",0.276847493750792,2,5,0.428036610354466,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Defense Response (GO:0006968)",0.277135781392922,15,45,0.253844911069453,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Antigen Processing and Presentation of Endogenous Peptide Antigen (GO:0002483)",0.277253180791501,7,18,0.213879991200858,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Coenzyme A Metabolic Process (GO:0015936)",0.277259379392876,6,15,0.218957371904929,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Aggrephagy (GO:1905337)",0.277308991764394,3,5,0.136298862930939,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Homotypic Cell-Cell Adhesion (GO:0034111)",0.277353758514115,4,10,0.295134547018494,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Cellular_Component_2026::Cortical Endoplasmic Reticulum (GO:0032541)",0.277525410307021,4,7,0.10030912067788,"GO_Cellular_Component_2026",1,0.631575945008875,"n.s."
"GO_Biological_Process_2026::Mitotic Cytokinetic Process (GO:1902410)",0.277752866588904,9,26,0.28502293824844,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulation of Stress-Activated MAPK Cascade (GO:0032872)",0.278006052893113,10,28,0.233391561399299,"GO_Biological_Process_2026",1,0.975448615869413,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)",0.278242760375663,14,41,0.232113408821009,"GO_Biological_Process_2026",1,0.975448615869413,"n.s."
"GO_Biological_Process_2026::Autophagosome Assembly (GO:0000045)",0.278249294710419,23,71,0.234313422738693,"GO_Biological_Process_2026",1,0.977238355087851,"n.s."
"GO_Biological_Process_2026::Non-canonical NF-kappaB Signal Transduction (GO:0038061)",0.278252703113837,11,29,0.158437638982902,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Regulation of Astrocyte Activation (GO:0061888)",0.278351150907176,2,3,0.189976848728965,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Aorta Development (GO:0035904)",0.278363220712436,5,11,0.166256187381406,"GO_Biological_Process_2026",1,0.921781467164041,"n.s."
"GO_Biological_Process_2026::Vacuole Fusion (GO:0097576)",0.278434581761686,5,12,0.222730347171751,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Fatty Acid Metabolic Process (GO:0045923)",0.278754313689475,7,15,0.0947356712044328,"GO_Biological_Process_2026",1,0.870696430295054,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Mitotic Spindle Assembly Checkpoint Signaling (GO:0140499)",0.278789151915906,2,4,0.311341511385055,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulatory ncRNA-mediated Gene Silencing (GO:0031047)",0.278854767981515,8,35,0.801174879914321,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitochondrial DNA Metabolic Process (GO:0032042)",0.27886018594108,6,17,0.329100659909437,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cell Cycle G1/S Phase Transition (GO:1902806)",0.278866197300821,25,82,0.338355479496344,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Glycolytic Process (GO:0045821)",0.278869947552618,7,20,0.312873464296679,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Purine Nucleotide Catabolic Process (GO:0033123)",0.278869947552618,7,20,0.312873464296679,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::Regulation of Protein Localization to Plasma Membrane (GO:1903076)",0.278894217047619,26,79,0.190399724241281,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Inflammatory Response to Wounding (GO:0106015)",0.278952848745854,4,6,0.0549395439493138,"GO_Biological_Process_2026",1,0.752430248701452,"n.s."
"GO_Biological_Process_2026::Reg of Epithelial to Mesenchymal Transition Involved in Endocardial Cushion Formation (GO:1905005)",0.27916200842676,3,6,0.217658181912564,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Translation in Response to Stress (GO:0032056)",0.279201978727986,3,7,0.305669977838577,"GO_Biological_Process_2026",1,0.991545093093903,"n.s."
"GO_Biological_Process_2026::COPII-coated Vesicle Cargo Loading (GO:0090110)",0.279321175894412,5,17,0.535659486263081,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Collagen Catabolic Process (GO:0030574)",0.279352266549584,11,21,0.0151847584163285,"GO_Biological_Process_2026",1,0.56118290290545,"n.s."
"GO_Biological_Process_2026::Elastic Fiber Assembly (GO:0048251)",0.279379695490994,5,8,0.0430454957575365,"GO_Biological_Process_2026",1,0.709173802317223,"n.s."
"GO_Biological_Process_2026::Hyaluronan Metabolic Process (GO:0030212)",0.279815508175569,6,13,0.12497992366273,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Regulation of Insulin Secretion Involved in Cellular Response to Glucose Stimulus (GO:0061178)",0.280210712259021,10,22,0.0591986573442299,"GO_Biological_Process_2026",1,0.765971298403881,"n.s."
"GO_Biological_Process_2026::Aortic Valve Development (GO:0003176)",0.280382416270808,12,31,0.127593111175973,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
"GO_Biological_Process_2026::Membrane Organization (GO:0061024)",0.280426726330461,51,178,0.438396358371175,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Component Disassembly (GO:0022411)",0.280838041837504,12,26,0.0356762861404015,"GO_Biological_Process_2026",1,0.67910725444822,"n.s."
"GO_Biological_Process_2026::Cellular Response to Xenobiotic Stimulus (GO:0071466)",0.281051179916124,8,21,0.208199202922602,"GO_Biological_Process_2026",1,0.946732892380057,"n.s."
"GO_Biological_Process_2026::Protein Localization to Nucleus (GO:0034504)",0.281069304969869,32,112,0.471938445939607,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Secondary Palate Development (GO:0062009)",0.281213348698119,4,11,0.368779323953973,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Postsynaptic Membrane Assembly (GO:0097104)",0.281221483905145,3,5,0.136298862930939,"GO_Biological_Process_2026",1,0.889537304337194,"n.s."
