Gene_set,Term,P-value,Adjusted P-value,P-value (naive),Adjusted P-value (naive),Odds Ratio,numDEInCat,numInCat,classification,Genes,cluster_id,cluster_size,cluster_members,core_genes,n_core_genes,common_genes,n_common_genes,union_genes,n_union_genes
GO_Cellular_Component_2026,Lysosomal Membrane (GO:0005765),0.0002241575328377,0.03803206140479643,4.22416104072007e-07,0.00021500979697265158,2.4200397160723344,140,384,GC-robust,ABCA2;ABCB6;ABCC10;ABCD1;ABCD4;AHNAK;ANKFY1;ANPEP;ANXA6;AP1B1;AP1M1;AP2A1;AP2M1;AP3D1;AP5B1;ARF5;ARF6;ARL8A;ARRB1;ATG16L1;ATP11A;ATP13A2;ATP6AP1;ATP6V0C;ATP6V0D1;B4GALT1;BORCS8;BRI3;CD68;CD74;CDIP1;CHMP1A;CHMP4B;CHMP7;CKAP4;CLCN6;CLCN7;COL6A1;CPNE1;CSF3R;CTSA;CYB561A3;DAGLB;DDOST;DEPDC5;DNAJC5;ECE1;EEF1A2;FCMR;FLCN;GAA;GBA1;GNA11;GNB2;GPR137;GRN;HLA-DMA;HLA-F;HPS6;HSPA8;IFITM1;ITFG2;KPTN;KXD1;LAMP1;LAPTM5;LDLR;LPCAT1;LRP1;LRRC8A;MCOLN1;MFSD12;MPEG1;MROH1;MTOR;MYO7A;NCSTN;NEU1;NFAM1;NPRL2;NPRL3;PGAP6;PIP4P1;PLEKHF1;PRMT1;PSAP;RAB3D;RAB44;RAB5C;RMC1;RNF167;RPTOR;SCARB1;SIDT2;SLC11A2;SLC12A4;SLC15A3;SLC17A9;SLC26A11;SLC29A3;SLC2A8;SLC35F6;SLC36A1;SLC44A2;SLC48A1;SLC66A1;SNAP47;STARD3;STK11IP;STX4;STXBP2;SURF4;SYNGR1;SZT2;TCIRG1;TECPR1;TFE3;TFEB;TMBIM1;TMEM175;TMEM63A;TMEM63B;TMEM63C;TMEM79;TOM1;TPCN1;TPCN2;TRPM2;TSC2;UBA1;UBXN6;VAMP1;VASN;VPS11;VPS16;VPS18;VPS39;WDR24;WDR81;ZFYVE26,1,1,Lysosomal Membrane (GO:0005765),ABCA2;ABCB6;ABCC10;ABCD1;ABCD4;AHNAK;ANKFY1;ANPEP;ANXA6;AP1B1;AP1M1;AP2A1;AP2M1;AP3D1;AP5B1;ARF5;ARF6;ARL8A;ARRB1;ATG16L1;ATP11A;ATP13A2;ATP6AP1;ATP6V0C;ATP6V0D1;B4GALT1;BORCS8;BRI3;CD68;CD74;CDIP1;CHMP1A;CHMP4B;CHMP7;CKAP4;CLCN6;CLCN7;COL6A1;CPNE1;CSF3R;CTSA;CYB561A3;DAGLB;DDOST;DEPDC5;DNAJC5;ECE1;EEF1A2;FCMR;FLCN;GAA;GBA1;GNA11;GNB2;GPR137;GRN;HLA-DMA;HLA-F;HPS6;HSPA8;IFITM1;ITFG2;KPTN;KXD1;LAMP1;LAPTM5;LDLR;LPCAT1;LRP1;LRRC8A;MCOLN1;MFSD12;MPEG1;MROH1;MTOR;MYO7A;NCSTN;NEU1;NFAM1;NPRL2;NPRL3;PGAP6;PIP4P1;PLEKHF1;PRMT1;PSAP;RAB3D;RAB44;RAB5C;RMC1;RNF167;RPTOR;SCARB1;SIDT2;SLC11A2;SLC12A4;SLC15A3;SLC17A9;SLC26A11;SLC29A3;SLC2A8;SLC35F6;SLC36A1;SLC44A2;SLC48A1;SLC66A1;SNAP47;STARD3;STK11IP;STX4;STXBP2;SURF4;SYNGR1;SZT2;TCIRG1;TECPR1;TFE3;TFEB;TMBIM1;TMEM175;TMEM63A;TMEM63B;TMEM63C;TMEM79;TOM1;TPCN1;TPCN2;TRPM2;TSC2;UBA1;UBXN6;VAMP1;VASN;VPS11;VPS16;VPS18;VPS39;WDR24;WDR81;ZFYVE26,140,ABCA2;ABCB6;ABCC10;ABCD1;ABCD4;AHNAK;ANKFY1;ANPEP;ANXA6;AP1B1;AP1M1;AP2A1;AP2M1;AP3D1;AP5B1;ARF5;ARF6;ARL8A;ARRB1;ATG16L1;ATP11A;ATP13A2;ATP6AP1;ATP6V0C;ATP6V0D1;B4GALT1;BORCS8;BRI3;CD68;CD74;CDIP1;CHMP1A;CHMP4B;CHMP7;CKAP4;CLCN6;CLCN7;COL6A1;CPNE1;CSF3R;CTSA;CYB561A3;DAGLB;DDOST;DEPDC5;DNAJC5;ECE1;EEF1A2;FCMR;FLCN;GAA;GBA1;GNA11;GNB2;GPR137;GRN;HLA-DMA;HLA-F;HPS6;HSPA8;IFITM1;ITFG2;KPTN;KXD1;LAMP1;LAPTM5;LDLR;LPCAT1;LRP1;LRRC8A;MCOLN1;MFSD12;MPEG1;MROH1;MTOR;MYO7A;NCSTN;NEU1;NFAM1;NPRL2;NPRL3;PGAP6;PIP4P1;PLEKHF1;PRMT1;PSAP;RAB3D;RAB44;RAB5C;RMC1;RNF167;RPTOR;SCARB1;SIDT2;SLC11A2;SLC12A4;SLC15A3;SLC17A9;SLC26A11;SLC29A3;SLC2A8;SLC35F6;SLC36A1;SLC44A2;SLC48A1;SLC66A1;SNAP47;STARD3;STK11IP;STX4;STXBP2;SURF4;SYNGR1;SZT2;TCIRG1;TECPR1;TFE3;TFEB;TMBIM1;TMEM175;TMEM63A;TMEM63B;TMEM63C;TMEM79;TOM1;TPCN1;TPCN2;TRPM2;TSC2;UBA1;UBXN6;VAMP1;VASN;VPS11;VPS16;VPS18;VPS39;WDR24;WDR81;ZFYVE26,140,ABCA2;ABCB6;ABCC10;ABCD1;ABCD4;AHNAK;ANKFY1;ANPEP;ANXA6;AP1B1;AP1M1;AP2A1;AP2M1;AP3D1;AP5B1;ARF5;ARF6;ARL8A;ARRB1;ATG16L1;ATP11A;ATP13A2;ATP6AP1;ATP6V0C;ATP6V0D1;B4GALT1;BORCS8;BRI3;CD68;CD74;CDIP1;CHMP1A;CHMP4B;CHMP7;CKAP4;CLCN6;CLCN7;COL6A1;CPNE1;CSF3R;CTSA;CYB561A3;DAGLB;DDOST;DEPDC5;DNAJC5;ECE1;EEF1A2;FCMR;FLCN;GAA;GBA1;GNA11;GNB2;GPR137;GRN;HLA-DMA;HLA-F;HPS6;HSPA8;IFITM1;ITFG2;KPTN;KXD1;LAMP1;LAPTM5;LDLR;LPCAT1;LRP1;LRRC8A;MCOLN1;MFSD12;MPEG1;MROH1;MTOR;MYO7A;NCSTN;NEU1;NFAM1;NPRL2;NPRL3;PGAP6;PIP4P1;PLEKHF1;PRMT1;PSAP;RAB3D;RAB44;RAB5C;RMC1;RNF167;RPTOR;SCARB1;SIDT2;SLC11A2;SLC12A4;SLC15A3;SLC17A9;SLC26A11;SLC29A3;SLC2A8;SLC35F6;SLC36A1;SLC44A2;SLC48A1;SLC66A1;SNAP47;STARD3;STK11IP;STX4;STXBP2;SURF4;SYNGR1;SZT2;TCIRG1;TECPR1;TFE3;TFEB;TMBIM1;TMEM175;TMEM63A;TMEM63B;TMEM63C;TMEM79;TOM1;TPCN1;TPCN2;TRPM2;TSC2;UBA1;UBXN6;VAMP1;VASN;VPS11;VPS16;VPS18;VPS39;WDR24;WDR81;ZFYVE26,140
GO_Cellular_Component_2026,Azurophil Granule (GO:0042582),0.000310985169712,0.039572862845852,6.13655010980329e-05,0.005650788525592195,2.8359256394832575,55,136,GC-robust,ACLY;ADA2;ANXA11;ARHGAP45;ARL8A;ARSA;ATP6V0C;B4GALT1;BRI3;CD68;CKAP4;CPNE1;CTSA;CYB5R3;DDOST;DNAJC5;DPP7;DYNC1H1;GAA;GALNS;GM2A;GRN;GUSB;HEXA;IMPDH1;LAMP1;LPCAT1;MAN2B1;MAPK1;MPO;NAPRT;NCSTN;NFAM1;ORM2;PADI2;PRKCD;PSAP;PTGES2;PYGB;RAB3D;RAB44;RAB5C;STK11IP;STXBP2;SURF4;SYNGR1;TOLLIP;TOM1;TRAPPC1;TUBB;TXNDC5;UNC13D;VAMP1;VAT1;VCP,2,1,Azurophil Granule (GO:0042582),ACLY;ADA2;ANXA11;ARHGAP45;ARL8A;ARSA;ATP6V0C;B4GALT1;BRI3;CD68;CKAP4;CPNE1;CTSA;CYB5R3;DDOST;DNAJC5;DPP7;DYNC1H1;GAA;GALNS;GM2A;GRN;GUSB;HEXA;IMPDH1;LAMP1;LPCAT1;MAN2B1;MAPK1;MPO;NAPRT;NCSTN;NFAM1;ORM2;PADI2;PRKCD;PSAP;PTGES2;PYGB;RAB3D;RAB44;RAB5C;STK11IP;STXBP2;SURF4;SYNGR1;TOLLIP;TOM1;TRAPPC1;TUBB;TXNDC5;UNC13D;VAMP1;VAT1;VCP,55,ACLY;ADA2;ANXA11;ARHGAP45;ARL8A;ARSA;ATP6V0C;B4GALT1;BRI3;CD68;CKAP4;CPNE1;CTSA;CYB5R3;DDOST;DNAJC5;DPP7;DYNC1H1;GAA;GALNS;GM2A;GRN;GUSB;HEXA;IMPDH1;LAMP1;LPCAT1;MAN2B1;MAPK1;MPO;NAPRT;NCSTN;NFAM1;ORM2;PADI2;PRKCD;PSAP;PTGES2;PYGB;RAB3D;RAB44;RAB5C;STK11IP;STXBP2;SURF4;SYNGR1;TOLLIP;TOM1;TRAPPC1;TUBB;TXNDC5;UNC13D;VAMP1;VAT1;VCP,55,ACLY;ADA2;ANXA11;ARHGAP45;ARL8A;ARSA;ATP6V0C;B4GALT1;BRI3;CD68;CKAP4;CPNE1;CTSA;CYB5R3;DDOST;DNAJC5;DPP7;DYNC1H1;GAA;GALNS;GM2A;GRN;GUSB;HEXA;IMPDH1;LAMP1;LPCAT1;MAN2B1;MAPK1;MPO;NAPRT;NCSTN;NFAM1;ORM2;PADI2;PRKCD;PSAP;PTGES2;PYGB;RAB3D;RAB44;RAB5C;STK11IP;STXBP2;SURF4;SYNGR1;TOLLIP;TOM1;TRAPPC1;TUBB;TXNDC5;UNC13D;VAMP1;VAT1;VCP,55
