gene_id	gene_name	tenx	parse
ENSG00000185499.17	MUC1	5.0	30.0
ENSG00000185504.18	FAAP100	313.0	155.0
ENSG00000185507.22	IRF7	533.0	456.0
ENSG00000185513.18	L3MBTL1	1.0	2.0
ENSG00000185515.16	BRCC3	91.0	996.0
ENSG00000185518.13	SV2B	6.0	8.0
ENSG00000185522.10	LMNTD2	53.0	58.0
ENSG00000185523.6	SPATA45	2.0	1.0
ENSG00000185527.13	PDE6G	73.0	20.0
ENSG00000185532.20	PRKG1	213.0	202.0
ENSG00000185551.16	NR2F2	1.0	0.0
ENSG00000185561.10	TLCD2	33.0	42.0
ENSG00000185565.14	LSAMP	87.0	177.0
ENSG00000185567.7	AHNAK2	13.0	6.0
ENSG00000185585.21	OLFML2A	5.0	4.0
ENSG00000185591.11	SP1	691.0	1565.0
ENSG00000185608.10	MRPL40	26.0	53.0
ENSG00000185610.6	DBX2	0.0	0.0
ENSG00000185614.8	INKA1	18.0	4.0
ENSG00000185615.17	PDIA2	2.0	0.0
ENSG00000185619.20	PCGF3	747.0	2029.0
ENSG00000185621.12	LMLN	85.0	206.0
ENSG00000185624.17	P4HB	927.0	1874.0
ENSG00000185627.20	PSMD13	1824.0	1345.0
ENSG00000185630.20	PBX1	106.0	150.0
ENSG00000185631.7	RPL14P6	0.0	1.0
ENSG00000185633.12	NDUFA4L2	2.0	6.0
ENSG00000185634.12	SHC4	27.0	17.0
ENSG00000185640.6	KRT79	1.0	2.0
ENSG00000185650.11	ZFP36L1	8969.0	4939.0
ENSG00000185651.17	UBE2L3	4131.0	1982.0
ENSG00000185652.12	NTF3	0.0	2.0
ENSG00000185658.15	BRWD1	2902.0	11410.0
ENSG00000185662.11	SMIM23	1.0	0.0
ENSG00000185664.16	PMEL	104.0	26.0
ENSG00000185666.16	SYN3	133.0	292.0
ENSG00000185668.8	POU3F1	0.0	67.0
ENSG00000185669.6	SNAI3	1.0	84.0
ENSG00000185670.10	ZBTB3	53.0	52.0
ENSG00000185674.11	LYG2	0.0	3.0
ENSG00000185681.14	MORN5	1.0	1.0
ENSG00000185697.18	MYBL1	2498.0	4641.0
ENSG00000185710.10	SMG1P4	16.0	58.0
ENSG00000185716.13	MOSMO	2566.0	3030.0
ENSG00000185721.15	DRG1	1297.0	954.0
ENSG00000185722.19	ANKFY1	881.0	2545.0
ENSG00000185728.18	YTHDF3	4857.0	7417.0
ENSG00000185730.9	ZNF696	56.0	95.0
ENSG00000185736.16	ADARB2	17.0	89.0
ENSG00000185737.13	NRG3	26.0	49.0
ENSG00000185739.14	SRL	0.0	6.0
ENSG00000185745.10	IFIT1	1.0	39.0
ENSG00000185753.14	CXorf38	1172.0	1401.0
ENSG00000185760.18	KCNQ5	2769.0	6031.0
ENSG00000185761.12	ADAMTSL5	23.0	22.0
ENSG00000185774.17	KCNIP4	75.0	86.0
ENSG00000185787.17	MORF4L1	9198.0	7832.0
ENSG00000185792.10	NLRP9	18.0	6.0
ENSG00000185798.9	WDR53	236.0	320.0
ENSG00000185800.13	DMWD	149.0	195.0
ENSG00000185803.13	SLC52A2	353.0	42.0
ENSG00000185808.15	PIGP	665.0	260.0
ENSG00000185811.22	IKZF1	9364.0	16372.0
ENSG00000185813.12	PCYT2	176.0	103.0
ENSG00000185818.8	NAT8L	4.0	1.0
ENSG00000185821.3	OR6C76	1.0	0.0
ENSG00000185825.18	BCAP31	1824.0	455.0
ENSG00000185829.19	ARL17A	199.0	498.0
ENSG00000185834.10	RPL12P4	6.0	0.0
ENSG00000185837.6	HDHD5-AS1	4.0	8.0
ENSG00000185838.15	GNB1L	161.0	153.0
ENSG00000185839.3	ENSG00000185839.3	0.0	2.0
ENSG00000185842.16	DNAH14	113.0	51.0
ENSG00000185847.10	VHRT	0.0	1.0
ENSG00000185860.15	CCDC190	5.0	1.0
ENSG00000185862.8	EVI2B	35.0	979.0
ENSG00000185864.21	NPIPB4	70.0	1723.0
ENSG00000185869.16	ZNF829	11.0	374.0
ENSG00000185873.8	TMPRSS11B	0.0	1.0
ENSG00000185875.14	THNSL1	1.0	4.0
ENSG00000185880.15	TRIM69	828.0	1064.0
ENSG00000185883.13	ATP6V0C	25.0	19.0
ENSG00000185885.18	IFITM1	1459.0	36.0
ENSG00000185888.6	PRSS38	6.0	5.0
ENSG00000185896.12	LAMP1	2045.0	1837.0
ENSG00000185897.8	FFAR3	0.0	5.0
ENSG00000185900.12	POMK	594.0	605.0
ENSG00000185904.13	LINC00839	1.0	0.0
ENSG00000185905.5	C16orf54	3163.0	1451.0
ENSG00000185909.16	KLHDC8B	16.0	10.0
ENSG00000185915.5	KLHL34	10.0	12.0
ENSG00000185917.15	SETD4	368.0	640.0
ENSG00000185920.19	PTCH1	430.0	662.0
ENSG00000185924.7	RTN4RL1	2.0	11.0
ENSG00000185942.13	NKAIN3	13.0	21.0
ENSG00000185946.17	RNPC3	1756.0	2675.0
ENSG00000185947.16	ZNF267	3317.0	6655.0
ENSG00000185950.9	IRS2	4620.0	10855.0
ENSG00000185955.5	SPACDR	46.0	26.0
ENSG00000185958.11	FAM186A	21.0	0.0
ENSG00000185963.14	BICD2	787.0	989.0
ENSG00000185972.6	CCIN	0.0	1.0
ENSG00000185973.13	TMLHE	39.0	685.0
ENSG00000185974.7	GRK1	2.0	4.0
ENSG00000185985.12	SLITRK2	0.0	0.0
ENSG00000185988.16	PLK5	2.0	1.0
ENSG00000185989.12	RASA3	3740.0	17365.0
ENSG00000186001.15	LRCH3	3858.0	5582.0
ENSG00000186007.10	LEMD1	0.0	3.0
ENSG00000186009.5	ATP4B	23.0	0.0
ENSG00000186010.20	NDUFA13	2625.0	86.0
ENSG00000186017.17	ZNF566	553.0	560.0
ENSG00000186019.13	ZNF225-AS1	3.0	10.0
ENSG00000186020.14	ZNF529	1175.0	1797.0
ENSG00000186026.8	ZNF284	33.0	19.0
ENSG00000186038.9	HTR3E	0.0	1.0
ENSG00000186047.11	DLEU7	0.0	106.0
ENSG00000186049.8	KRT73	19.0	264.0
ENSG00000186051.7	TAL2	3.0	3.0
ENSG00000186056.12	MATN1-AS1	121.0	309.0
ENSG00000186063.14	AIDA	583.0	937.0
ENSG00000186073.15	CDIN1	622.0	1460.0
ENSG00000186074.20	CD300LF	9.0	234.0
ENSG00000186075.13	ZPBP2	6.0	4.0
ENSG00000186088.17	GSAP	1374.0	3370.0
ENSG00000186094.18	AGBL4	142.0	334.0
ENSG00000186103.5	ARGFX	11.0	0.0
ENSG00000186104.12	CYP2R1	756.0	760.0
ENSG00000186105.8	LRRC70	2.0	2.0
ENSG00000186106.12	ANKRD46	894.0	947.0
ENSG00000186111.12	PIP5K1C	423.0	803.0
ENSG00000186115.14	CYP4F2	1.0	0.0
ENSG00000186118.9	TEX38	0.0	7.0
ENSG00000186130.6	ZBTB6	323.0	258.0
ENSG00000186132.16	C2orf76	303.0	356.0
ENSG00000186136.1	TAS2R42	4.0	0.0
ENSG00000186141.11	POLR3C	935.0	1407.0
ENSG00000186153.19	WWOX	9358.0	19035.0
ENSG00000186160.5	CYP4Z1	0.0	1.0
ENSG00000186166.10	CENATAC	1203.0	2371.0
ENSG00000186174.14	BCL9L	1190.0	3915.0
ENSG00000186184.21	POLR1D	5443.0	2373.0
ENSG00000186185.15	KIF18B	6.0	11.0
ENSG00000186187.13	ZNRF1	397.0	447.0
ENSG00000186188.12	FFAR4	3.0	5.0
ENSG00000186190.8	BPIFB3	0.0	0.0
ENSG00000186193.10	SAPCD2	10.0	25.0
ENSG00000186197.15	EDARADD	842.0	957.0
ENSG00000186198.5	SLC51B	1.0	1.0
ENSG00000186204.16	CYP4F12	0.0	9.0
ENSG00000186205.15	MTARC1	1.0	7.0
ENSG00000186222.5	BLOC1S4	709.0	78.0
ENSG00000186230.7	ZNF749	11.0	161.0
ENSG00000186231.18	KLHL32	515.0	1061.0
ENSG00000186235.13	LINC02610	12.0	27.0
ENSG00000186244.7	ENSG00000186244.7	0.0	6.0
ENSG00000186260.18	MRTFB	418.0	1260.0
ENSG00000186265.12	BTLA	100.0	600.0
ENSG00000186272.14	ZNF17	0.0	5.0
ENSG00000186280.7	KDM4D	12.0	9.0
ENSG00000186281.14	GPAT2	2.0	10.0
ENSG00000186283.15	TOR3A	631.0	394.0
ENSG00000186297.13	GABRA5	0.0	1.0
ENSG00000186298.12	PPP1CC	2829.0	2513.0
ENSG00000186300.13	ZNF555	40.0	105.0
ENSG00000186301.8	MST1P2	0.0	2.0
ENSG00000186310.10	NAP1L3	61.0	50.0
ENSG00000186312.11	ENSG00000186312.11	1.0	0.0
ENSG00000186314.13	PRELID2	94.0	203.0
ENSG00000186318.19	BACE1	21.0	64.0
ENSG00000186326.4	RGS9BP	2.0	1.0
ENSG00000186329.10	TMEM212	0.0	2.0
ENSG00000186334.10	SLC36A3	3.0	0.0
ENSG00000186335.9	SLC36A2	0.0	1.0
ENSG00000186340.18	THBS2	0.0	1.0
ENSG00000186350.12	RXRA	1047.0	2459.0
ENSG00000186352.9	ANKRD37	836.0	344.0
ENSG00000186364.13	NUDT17	21.0	58.0
ENSG00000186367.7	MINAR2	0.0	2.0
ENSG00000186376.17	ZNF75D	632.0	2156.0
ENSG00000186377.9	CYP4X1	0.0	2.0
ENSG00000186395.9	KRT10	4105.0	132.0
ENSG00000186399.11	GOLGA8R	0.0	22.0
ENSG00000186407.9	CD300E	5.0	1854.0
ENSG00000186409.19	CCDC30	219.0	493.0
ENSG00000186416.18	NKRF	725.0	782.0
ENSG00000186417.16	GLDN	5.0	4.0
ENSG00000186431.19	FCAR	512.0	1096.0
ENSG00000186432.11	KPNA4	5208.0	9130.0
ENSG00000186439.17	TRDN	2.0	9.0
ENSG00000186440.3	OR6P1	0.0	1.0
ENSG00000186442.7	KRT3	0.0	1.0
ENSG00000186446.13	ZNF501	27.0	18.0
ENSG00000186448.16	ZNF197	10.0	262.0
ENSG00000186451.3	SPATA12	0.0	1.0
ENSG00000186452.11	TMPRSS12	3.0	2.0
ENSG00000186453.14	FAM228A	27.0	8.0
ENSG00000186462.10	NAP1L2	73.0	85.0
ENSG00000186468.14	RPS23	147057.0	4610.0
ENSG00000186469.10	GNG2	23453.0	42637.0
ENSG00000186470.15	BTN3A2	481.0	454.0
ENSG00000186471.14	AKAP14	6.0	4.0
ENSG00000186472.21	PCLO	5.0	7.0
ENSG00000186479.5	RGS7BP	2.0	1.0
ENSG00000186480.14	INSIG1	4009.0	5294.0
ENSG00000186481.17	ENSG00000186481.17	3.0	40.0
ENSG00000186487.22	MYT1L	16.0	15.0
ENSG00000186496.13	ZNF396	32.0	32.0
ENSG00000186501.16	TMEM222	442.0	747.0
ENSG00000186509.4	OR9Q1	1.0	6.0
ENSG00000186510.13	CLCNKA	0.0	1.0
ENSG00000186517.14	ARHGAP30	2464.0	3914.0
ENSG00000186522.16	SEPTIN10	56.0	55.0
ENSG00000186523.16	FAM86B1	0.0	3.0
ENSG00000186529.17	CYP4F3	3.0	2.0
ENSG00000186532.13	SMYD4	373.0	510.0
ENSG00000186564.6	FOXD2	33.0	7.0
ENSG00000186566.14	GPATCH8	7537.0	9391.0
ENSG00000186567.15	CEACAM19	0.0	17.0
ENSG00000186575.21	NF2	1307.0	1598.0
ENSG00000186577.15	SMIM29	435.0	51.0
ENSG00000186583.12	SPATC1	8.0	15.0
ENSG00000186591.14	UBE2H	9300.0	10693.0
ENSG00000186594.17	MIR22HG	722.0	728.0
ENSG00000186603.7	HPDL	13.0	2.0
ENSG00000186615.13	KTN1-AS1	24.0	42.0
ENSG00000186625.15	KATNA1	1547.0	1405.0
ENSG00000186628.13	FSD2	2.0	22.0
ENSG00000186635.17	ARAP1	914.0	3439.0
ENSG00000186638.18	KIF24	105.0	58.0
ENSG00000186642.16	PDE2A	66.0	306.0
ENSG00000186645.11	SPDYE17	0.0	1.0
ENSG00000186648.16	CARMIL3	2.0	64.0
ENSG00000186654.22	PRR5	129.0	479.0
ENSG00000186660.16	ZFP91	45.0	71.0
ENSG00000186665.11	C17orf58	60.0	16.0
ENSG00000186666.6	BCDIN3D	84.0	143.0
ENSG00000186678.7	ENSG00000186678.7	1.0	0.0
ENSG00000186684.15	CYP27C1	2.0	3.0
ENSG00000186687.17	LYRM7	31.0	796.0
ENSG00000186704.9	DTX2P1	3.0	1.0
ENSG00000186710.13	CFAP73	17.0	16.0
ENSG00000186714.13	CCDC73	85.0	53.0
ENSG00000186716.22	BCR	1760.0	4508.0
ENSG00000186732.15	MPPED1	4.0	5.0
ENSG00000186765.12	FSCN2	1.0	10.0
ENSG00000186766.8	FOXI2	0.0	0.0
ENSG00000186777.13	ZNF732	73.0	6.0
ENSG00000186787.11	SPIN2B	255.0	75.0
ENSG00000186788.14	SPATA31D3	0.0	1.0
ENSG00000186792.18	HYAL3	23.0	35.0
ENSG00000186795.2	KCNK18	1.0	0.0
ENSG00000186806.7	VSIG10L	16.0	15.0
ENSG00000186810.8	CXCR3	157.0	101.0
ENSG00000186812.14	ZNF397	412.0	583.0
ENSG00000186814.16	ZSCAN30	6.0	414.0
ENSG00000186815.14	TPCN1	668.0	1334.0
ENSG00000186818.14	LILRB4	173.0	126.0
ENSG00000186827.12	TNFRSF4	459.0	142.0
ENSG00000186834.4	HEXIM1	2.0	2695.0
ENSG00000186838.15	SELENOV	3.0	0.0
ENSG00000186847.6	KRT14	0.0	1.0
ENSG00000186854.12	TRABD2A	1655.0	2550.0
ENSG00000186862.21	PDZD7	27.0	55.0
ENSG00000186866.18	POFUT2	308.0	1147.0
ENSG00000186868.19	MAPT	39.0	40.0
ENSG00000186871.7	ERCC6L	0.0	94.0
ENSG00000186891.14	TNFRSF18	615.0	120.0
ENSG00000186907.8	RTN4RL2	8.0	8.0
ENSG00000186908.16	ZDHHC17	1613.0	3788.0
ENSG00000186912.7	P2RY4	0.0	2.0
ENSG00000186918.15	ZNF395	396.0	250.0
ENSG00000186919.13	ZACN	36.0	26.0
ENSG00000186951.18	PPARA	498.0	613.0
ENSG00000186952.16	TMEM232	137.0	167.0
ENSG00000186960.15	LINC01551	0.0	3.0
ENSG00000186973.12	CFAP144	0.0	2.0
ENSG00000186976.16	EFCAB6	37.0	50.0
ENSG00000186994.13	KANK3	65.0	36.0
ENSG00000186998.17	EMID1	22.0	17.0
ENSG00000187010.21	RHD	0.0	170.0
ENSG00000187012.12	LINC00207	0.0	1.0
ENSG00000187017.18	ESPN	75.0	57.0
ENSG00000187024.16	PTRH1	94.0	123.0
ENSG00000187033.9	SAMD7	1.0	1.0
ENSG00000187037.10	GPR141	30.0	26.0
ENSG00000187045.20	TMPRSS6	37.0	42.0
ENSG00000187049.12	TMEM216	183.0	40.0
ENSG00000187051.10	RPS19BP1	2261.0	241.0
ENSG00000187054.17	TMPRSS11A	0.0	7.0
ENSG00000187066.9	TMEM262	2.0	3.0
ENSG00000187068.3	C3orf70	0.0	2.0
ENSG00000187079.20	TEAD1	197.0	420.0
ENSG00000187080.10	OR2AK2	1.0	5.0
ENSG00000187091.15	PLCD1	323.0	428.0
ENSG00000187094.13	CCK	0.0	0.0
ENSG00000187097.14	ENTPD5	153.0	221.0
ENSG00000187098.19	MITF	212.0	469.0
ENSG00000187105.9	HEATR4	164.0	45.0
ENSG00000187109.16	NAP1L1	25836.0	26529.0
ENSG00000187116.15	LILRA5	436.0	75.0
ENSG00000187118.15	CMC1	1994.0	1441.0
ENSG00000187122.17	SLIT1	42.0	31.0
ENSG00000187123.16	LYPD6	0.0	4.0
ENSG00000187134.15	AKR1C1	11.0	27.0
ENSG00000187135.9	VSTM2B	3.0	11.0
ENSG00000187144.11	SPATA21	121.0	113.0
ENSG00000187147.20	RNF220	195.0	989.0
ENSG00000187151.8	ANGPTL5	6.0	17.0
ENSG00000187164.21	SHTN1	289.0	859.0
ENSG00000187185.5	ENSG00000187185.5	0.0	15.0
ENSG00000187186.16	ENSG00000187186.16	14.0	2.0
ENSG00000187187.15	ZNF546	137.0	330.0
ENSG00000187189.11	TSPYL4	536.0	567.0
ENSG00000187193.10	MT1X	313.0	4.0
ENSG00000187210.15	GCNT1	466.0	895.0
ENSG00000187229.3	PSD3-AS1	0.0	3.0
ENSG00000187231.15	SESTD1	1814.0	3151.0
ENSG00000187239.20	FNBP1	18739.0	25204.0
ENSG00000187240.18	DYNC2H1	277.0	869.0
ENSG00000187257.17	RSBN1L	3355.0	3737.0
ENSG00000187258.14	NPSR1	0.0	7.0
ENSG00000187260.16	WDR86	263.0	190.0
ENSG00000187266.15	EPOR	384.0	199.0
ENSG00000187268.12	FAM9C	1.0	4.0
ENSG00000187323.13	DCC	72.0	84.0
ENSG00000187325.6	TAF9B	828.0	228.0
ENSG00000187372.11	PCDHB13	0.0	2.0
ENSG00000187391.23	MAGI2	121.0	175.0
ENSG00000187398.12	LUZP2	25.0	23.0
ENSG00000187416.13	LHFPL3	95.0	137.0
ENSG00000187446.13	CHP1	3021.0	2402.0
ENSG00000187474.6	FPR3	7.0	244.0
ENSG00000187486.8	KCNJ11	25.0	20.0
ENSG00000187492.9	CDHR4	1.0	5.0
ENSG00000187498.18	COL4A1	6.0	12.0
ENSG00000187510.12	PLEKHG7	100.0	244.0
ENSG00000187514.18	PTMA	79707.0	22264.0
ENSG00000187522.16	HSPA14	673.0	1250.0
ENSG00000187527.12	ATP13A5	5.0	4.0
ENSG00000187531.15	SIRT7	1055.0	755.0
ENSG00000187535.15	IFT140	68.0	176.0
ENSG00000187537.13	POTEG	2.0	0.0
ENSG00000187546.15	AGMO	2.0	5.0
ENSG00000187550.10	SBK2	1.0	0.0
ENSG00000187553.10	CYP26C1	0.0	10.0
ENSG00000187554.16	TLR5	51.0	74.0
ENSG00000187555.18	USP7	3622.0	7987.0
ENSG00000187556.8	NANOS3	146.0	230.0
ENSG00000187559.6	FOXD4L3	0.0	0.0
ENSG00000187566.6	NHLRC1	4.0	4.0
ENSG00000187569.4	DPPA3	3.0	1.0
ENSG00000187583.12	PLEKHN1	19.0	24.0
ENSG00000187595.19	ZNF385C	9.0	11.0
ENSG00000187600.15	LINC02583	0.0	7.0
ENSG00000187601.5	MAGEH1	340.0	60.0
ENSG00000187605.17	TET3	2403.0	4816.0
ENSG00000187607.17	ZNF286A	9.0	8.0
ENSG00000187608.11	ISG15	5233.0	342.0
ENSG00000187609.17	EXD3	374.0	281.0
ENSG00000187621.17	TCL6	36.0	20.0
ENSG00000187624.9	LIAT1	17.0	31.0
ENSG00000187626.10	ZKSCAN4	95.0	79.0
ENSG00000187627.18	RGPD1	70.0	136.0
ENSG00000187630.19	DHRS4L2	31.0	21.0
ENSG00000187634.14	SAMD11	1.0	2.0
ENSG00000187650.4	VMAC	0.0	3.0
ENSG00000187658.7	C5orf52	3.0	3.0
ENSG00000187672.16	ERC2	34.0	28.0
ENSG00000187676.9	B3GLCT	1432.0	1964.0
ENSG00000187678.11	SPRY4	19.0	36.0
ENSG00000187682.2	ERAS	3.0	3.0
ENSG00000187688.15	TRPV2	907.0	543.0
ENSG00000187699.11	C2orf88	113.0	70.0
ENSG00000187701.5	OR2T27	0.0	0.0
ENSG00000187713.7	TMEM203	492.0	53.0
ENSG00000187715.14	KBTBD12	0.0	6.0
ENSG00000187720.15	THSD4	37.0	41.0
ENSG00000187726.10	DNAJB13	104.0	26.0
ENSG00000187730.10	GABRD	1.0	0.0
ENSG00000187735.17	TCEA1	2812.0	2156.0
ENSG00000187736.15	NHEJ1	47.0	79.0
ENSG00000187741.17	FANCA	296.0	407.0
ENSG00000187742.16	SECISBP2	4691.0	8537.0
ENSG00000187753.13	C9orf153	640.0	869.0
ENSG00000187758.9	ADH1A	0.0	2.0
ENSG00000187764.13	SEMA4D	2901.0	7978.0
ENSG00000187772.8	LIN28B	3.0	4.0
ENSG00000187773.9	DIPK1C	0.0	0.0
ENSG00000187775.17	DNAH17	574.0	734.0
ENSG00000187778.15	MCRS1	526.0	325.0
ENSG00000187790.13	FANCM	738.0	1192.0
ENSG00000187792.6	ZNF70	57.0	133.0
ENSG00000187796.17	CARD9	1.0	7.0
ENSG00000187800.15	PEAR1	2.0	0.0
ENSG00000187801.16	ZFP69B	148.0	266.0
ENSG00000187808.5	SOWAHD	18.0	0.0
ENSG00000187815.11	ZFP69	45.0	88.0
ENSG00000187823.5	RTL4	2.0	15.0
ENSG00000187824.10	TMEM220	292.0	93.0
ENSG00000187833.8	C2orf78	2.0	2.0
ENSG00000187837.5	H1-2	2456.0	1369.0
ENSG00000187838.18	PLSCR3	48.0	19.0
ENSG00000187840.6	EIF4EBP1	613.0	99.0
ENSG00000187855.6	ASCL4	0.0	0.0
ENSG00000187860.12	CCDC157	323.0	700.0
ENSG00000187862.13	TTC24	45.0	65.0
ENSG00000187867.11	PALM3	5.0	6.0
ENSG00000187870.7	RNFT1P3	0.0	2.0
ENSG00000187871.2	GFRAL	2.0	2.0
ENSG00000187889.14	FYB2	8.0	3.0
ENSG00000187905.11	LRRC74B	3.0	4.0
ENSG00000187908.21	DMBT1	0.0	4.0
ENSG00000187912.12	CLEC17A	350.0	576.0
ENSG00000187918.6	OR51I2	0.0	3.0
ENSG00000187922.15	LCN10	0.0	1.0
ENSG00000187942.12	LDLRAD2	8.0	8.0
ENSG00000187944.5	C2orf66	6.0	14.0
ENSG00000187950.9	OVCH1	1.0	6.0
ENSG00000187954.15	ZFTRAF1	1.0	0.0
ENSG00000187955.14	COL14A1	11.0	22.0
ENSG00000187957.9	DNER	18.0	38.0
ENSG00000187959.9	CPSF4L	1.0	5.0
ENSG00000187961.16	KLHL17	51.0	44.0
ENSG00000187980.7	PLA2G2C	6.0	15.0
ENSG00000187987.11	ZSCAN23	43.0	65.0
ENSG00000187994.14	RINL	327.0	243.0
ENSG00000187997.12	C17orf99	10.0	2.0
ENSG00000188000.7	OR7D2	0.0	0.0
ENSG00000188001.11	TPRG1	262.0	694.0
ENSG00000188004.11	SNHG28	0.0	2.0
ENSG00000188010.17	MORN2	38.0	2.0
ENSG00000188011.5	RTP5	5.0	12.0
ENSG00000188021.9	UBQLN2	490.0	1051.0
ENSG00000188026.14	RILPL1	128.0	155.0
ENSG00000188032.10	C19orf67	0.0	2.0
ENSG00000188033.11	ZNF490	1090.0	1176.0
ENSG00000188037.15	CLCN1	5.0	7.0
ENSG00000188038.8	NRN1L	4.0	10.0
ENSG00000188039.17	NWD1	8.0	6.0
ENSG00000188042.8	ARL4C	2047.0	4597.0
ENSG00000188056.12	TREML4	0.0	15.0
ENSG00000188064.10	WNT7B	0.0	0.0
ENSG00000188070.10	ZFTA	37.0	43.0
ENSG00000188089.14	PLA2G4E	1.0	2.0
ENSG00000188092.16	GPR89B	1820.0	2188.0
ENSG00000188095.6	MESP2	1.0	2.0
ENSG00000188101.5	ALOX15P2	2.0	1.0
ENSG00000188107.15	EYS	112.0	285.0
ENSG00000188112.10	C6orf132	20.0	4.0
ENSG00000188124.4	OR2AG2	1.0	0.0
ENSG00000188130.15	MAPK12	8.0	5.0
ENSG00000188152.13	NUTM2G	0.0	18.0
ENSG00000188153.15	COL4A5	5.0	12.0
ENSG00000188157.16	AGRN	14.0	71.0
ENSG00000188158.17	NHS	26.0	131.0
ENSG00000188162.12	OTOG	0.0	0.0
ENSG00000188163.8	CIMIP2A	40.0	3.0
ENSG00000188167.9	TMPPE	1.0	1.0
ENSG00000188171.17	ZNF626	27.0	8.0
ENSG00000188175.11	HEPACAM2	3.0	2.0
ENSG00000188176.13	SMTNL2	0.0	1.0
ENSG00000188177.16	ZC3H6	1448.0	2262.0
ENSG00000188185.14	LINC00265	340.0	586.0
ENSG00000188186.11	LAMTOR4	6107.0	364.0
ENSG00000188191.17	PRKAR1B	585.0	613.0
ENSG00000188199.11	NUTM2B	0.0	8.0
ENSG00000188211.9	NCR3LG1	354.0	720.0
ENSG00000188215.11	DCUN1D3	4.0	22.0
ENSG00000188223.9	ENSG00000188223.9	0.0	1.0
ENSG00000188227.15	ZNF793	266.0	453.0
ENSG00000188229.7	TUBB4B	6826.0	1906.0
ENSG00000188234.16	AGAP4	94.0	205.0
ENSG00000188242.4	SLC9A3-OT1	2.0	17.0
ENSG00000188243.15	COMMD6	14707.0	398.0
ENSG00000188263.11	IL17REL	4.0	0.0
ENSG00000188266.14	HYKK	73.0	17.0
ENSG00000188277.10	C15orf62	0.0	12.0
ENSG00000188282.13	RUFY4	35.0	58.0
ENSG00000188283.13	ZNF383	367.0	679.0
ENSG00000188290.12	HES4	643.0	235.0
ENSG00000188295.15	ZNF669	394.0	284.0
ENSG00000188305.6	PEAK3	2.0	41.0
ENSG00000188306.7	LRRIQ4	2.0	0.0
ENSG00000188312.15	CENPP	941.0	3439.0
ENSG00000188313.14	PLSCR1	1343.0	2996.0
ENSG00000188315.8	C3orf62	253.0	202.0
ENSG00000188316.17	ENO4	5.0	24.0
ENSG00000188321.15	ZNF559	7.0	21.0
ENSG00000188322.8	SBK1	356.0	507.0
ENSG00000188334.3	BSPH1	1.0	0.0
ENSG00000188338.16	SLC38A3	6.0	27.0
ENSG00000188342.14	GTF2F2	3083.0	3590.0
ENSG00000188343.15	CIBAR1	258.0	66.0
ENSG00000188352.14	FOCAD	1682.0	2872.0
ENSG00000188365.4	TNRC18-AS1	0.0	1.0
ENSG00000188368.12	PRR19	6.0	4.0
ENSG00000188372.15	ZP3	30.0	18.0
ENSG00000188373.5	GPR15LG	2.0	1.0
ENSG00000188375.5	H3-5	5.0	15.0
ENSG00000188385.13	JAKMIP3	31.0	115.0
ENSG00000188389.13	PDCD1	86.0	96.0
ENSG00000188393.9	CLEC2A	4.0	2.0
ENSG00000188396.5	DYNLT4	32.0	53.0
ENSG00000188404.11	SELL	766.0	4910.0
ENSG00000188408.5	MAGEB5	0.0	1.0
ENSG00000188419.15	CHM	1386.0	2017.0
ENSG00000188428.21	BLOC1S5	7.0	21.0
ENSG00000188451.8	SRP72P2	0.0	5.0
ENSG00000188452.15	CERKL	416.0	70.0
ENSG00000188459.4	WASF4P	0.0	1.0
ENSG00000188467.11	SLC24A5	5.0	5.0
ENSG00000188483.8	IER5L	0.0	135.0
ENSG00000188486.4	H2AX	2075.0	458.0
ENSG00000188487.13	INSC	12.0	23.0
ENSG00000188493.16	ACTMAP	103.0	81.0
ENSG00000188501.12	LCTL	40.0	5.0
ENSG00000188505.6	NCCRP1	1.0	1.0
ENSG00000188511.15	MIR3667HG	1314.0	4752.0
ENSG00000188517.17	COL25A1	23.0	74.0
ENSG00000188522.17	FAM83G	3.0	190.0
ENSG00000188523.10	CFAP77	19.0	16.0
ENSG00000188529.16	SRSF10	6623.0	4882.0
ENSG00000188536.14	HBA2	12.0	1.0
ENSG00000188542.10	DUSP28	29.0	375.0
ENSG00000188549.14	CCDC9B	9.0	27.0
ENSG00000188554.16	NBR1	1624.0	2290.0
ENSG00000188558.7	OR2G6	0.0	5.0
ENSG00000188559.17	RALGAPA2	3348.0	9149.0
ENSG00000188566.16	NDOR1	220.0	549.0
ENSG00000188580.16	NKAIN2	103.0	87.0
ENSG00000188582.11	PAQR9	1.0	1.0
ENSG00000188585.10	CLEC20A	6.0	5.0
ENSG00000188596.11	CFAP54	351.0	416.0
ENSG00000188603.23	CLN3	103.0	93.0
ENSG00000188610.13	FAM72B	5.0	6.0
ENSG00000188611.17	ASAH2	13.0	45.0
ENSG00000188612.13	SUMO2	1873.0	511.0
ENSG00000188613.7	NANOS1	44.0	29.0
ENSG00000188620.11	HMX3	2.0	2.0
ENSG00000188626.7	ENSG00000188626.7	56.0	86.0
ENSG00000188636.4	RTL6	92.0	200.0
ENSG00000188641.15	DPYD	13280.0	41162.0
ENSG00000188647.14	PTAR1	1863.0	3568.0
ENSG00000188649.16	CC2D2B	1.0	95.0
ENSG00000188659.10	SAXO2	59.0	57.0
ENSG00000188672.19	RHCE	119.0	58.0
