,Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
25,GO_Biological_Process_2026,RRNA Metabolic Process (GO:0016072),9.655641302305481e-11,1.7253888265581256e-08,0,0,3.882795433662616,89.54073270591795,TRIR;RPL5;POP4;RPL11;RPS27L;MRM1;RPL7;RRP9;RPS15;FBL;EXOSC6;RPS17;EXOSC5;RPS16;EXOSC4;RPS19;NOB1;MYC;EXOSC8;RPL14;METTL5;RRP36;LYAR;RPS7;NIFK;IMP3;PIH1D1;WDR18;RPS6;GTF3A;RPL35A;IMP4;SIRT7;RPS25;EBNA1BP2;RPS28;RPS27;DKC1;MRTO4;SBDS;RPL27;PIN4;ANG;RPL26;NOP53;RPS24
26,GO_Biological_Process_2026,RRNA Processing (GO:0006364),1.6420880349537084e-10,2.8256077816277518e-08,0,0,3.2696010969455913,73.66372790136391,RPL5;POP4;WDR46;RPL7;RRP9;RPS15;FBL;RPS14;RPL7A;TRMT112;RPS17;RPS16;RPS19;NOB1;RRP15;RPS7;UTP11;IMP3;PIH1D1;NGDN;RPS6;IMP4;EBNA1BP2;NSA2;DKC1;MRTO4;C1D;SBDS;RPL27;RPL26;FSAF1;RPL11;TSR3;NOL7;RPS27L;SNU13;MRM1;EXOSC5;EXOSC4;RPL14;METTL5;RRP36;LYAR;KRR1;UTP3;WDR18;RPL35A;RPS25;RPS28;LSM6;RPS27;EIF6;PIN4;NOP53;RPS24
5692,GO_Cellular_Component_2026,Mitochondrial Ribosome (GO:0005761),1.1866961860945116e-09,2.973721031036835e-08,0,0,16.298095623987034,334.95997218137967,MRPS14;MRPL18;MRPS12;MRPL49;MRPL28;MRPL39;MRPL34;MRPL13;MRPL35;MRPL57;MRPL32;MRPL43;MRPL11;MRPL20;MRPL40;MRPL51;MTG1
27,GO_Biological_Process_2026,Spliceosomal snRNP Assembly (GO:0000387),3.7064063344824465e-10,6.149987082144802e-08,0,0,4.805002033346889,104.34440629218575,SF3B5;TXNL4B;TSSC4;GEMIN2;SF3B6;SNU13;USP39;COIL;SNRPD2;SNRPD1;SNRPB2;SNRPD3;TXNL4A;SRSF10;SRSF12;LSM5;LSM4;LSM3;LSM2;LSM8;LSM7;LSM6;PHF5A;SNRPG;CD2BP2;SNRNP27;STRAP;RBM42;GEMIN6;SNRPE;PRPF31;SNRPF;SNRPC;SNRPA;SNRPB
5693,GO_Cellular_Component_2026,Precatalytic Spliceosome (GO:0071011),7.387666286259136e-09,1.7484143544146623e-07,0,0,5.1692307692307695,96.7858542404711,SF3B5;WBP4;SNU13;RNF113A;SNRPD2;ZMAT2;RBMX2;SNRPD1;SNRPB2;SNRPD3;SNRNP35;TXNL4A;LSM5;MAGOHB;LSM4;LSM3;LSM2;LSM8;LSM7;LSM6;PHF5A;MFAP1;SNRPG;SNRNP27;SNRPE;PRPF31;SNRPF;SNRPB
4646,GO_Molecular_Function_2026,RRNA Binding (GO:0019843),3.381146537801248e-10,3.4825809339352853e-07,0,0,6.821687287646644,148.764873722313,DDX28;RPL5;MRPL18;RPL12;RPL11;RPLP0;UTP23;MRPL16;PPAN;RBFA;MRPL11;RPS3;RRS1;NPM1;RPS9;RPL23;RPS5;CIRBP;GTF3A;ERAL1;MRPS7;MRPS18C;TST;SBDS;ANG;NOL12;NOP53
28,GO_Biological_Process_2026,ATP Biosynthetic Process (GO:0006754),2.6113055010248647e-09,4.1834915026763867e-07,0,0,12.327746417716023,243.63837523235114,ATP5PF;ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;NUDT2;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5F1A;ATP5F1B;ATP5PO;ATP5MK;ATP5MJ;ATP5MG;ATP5MF;ATP5ME
5694,GO_Cellular_Component_2026,U2-type Precatalytic Spliceosome (GO:0071005),2.3435341518872475e-08,5.254450256336671e-07,0,0,5.198328935795955,91.32954832830885,SF3B5;WBP4;SNU13;RNF113A;SNRPD2;ZMAT2;RBMX2;SNRPD1;SNRPB2;SNRPD3;TXNL4A;LSM5;MAGOHB;LSM4;LSM3;LSM2;LSM8;LSM7;LSM6;PHF5A;MFAP1;SNRPG;SNRPE;PRPF31;SNRPF;SNRPB
29,GO_Biological_Process_2026,"Mitochondrial Electron Transport, Cytochrome C to Oxygen (GO:0006123)",4.1331786909156175e-09,6.400916065997987e-07,0,0,inf,inf,COX8A;COX7B;COX4I1;CYCS;COX7A2;COX5B;COX6A1;COX6C;COX5A;COX7C;COX6B1
30,GO_Biological_Process_2026,RNA Processing (GO:0006396),5.244404831456827e-09,7.859840273209168e-07,0,0,2.132990894903635,40.667826393353,POP5;RPL5;POP7;PDCD7;POP4;GEMIN2;INTS15;USP39;TSEN54;RPL7;RRP9;THG1L;RPS15;DTWD2;RBM3;FBL;RPS17;RPS16;RPS19;SNRPD2;NOB1;CLP1;SNRPD1;FASTK;MAGOH;ARL6IP4;SNRPD3;SNRNP35;BCAS2;SNRPN;RPS7;IMP3;PRMT1;NCBP2;PIH1D1;RPS6;IMP4;ZCRB1;EBNA1BP2;SCNM1;DKC1;MRTO4;RPP21;SBDS;SNRPG;SRSF2;TUT1;RPL27;RP9;RPL26;SNRNP25;SNRPF;ZNF830;RPP25;SRSF7;SNRPB;TSEN34;KHDRBS1;RBM8A;RPL11;WBP4;RPS27L;MRM1;EXOSC6;EXOSC5;EXOSC4;EXOSC8;RPL14;METTL5;RRP36;LYAR;EXOSC1;HNRNPA0;TRMT10C;SSB;RBPMS;WDR18;PCIF1;RPP40;RPL35A;TRMT1;MAGOHB;LSM5;LSM4;LSM3;ISG20;RPS25;RPS28;RPS27;LSM6;INTS5;PIN4;NOP53;TRMT61A;RPS24
5695,GO_Cellular_Component_2026,Spliceosomal snRNP Complex (GO:0097525),3.739445003318983e-08,7.965017857069434e-07,0,0,4.79882257409663,82.06823294835084,SF3B5;TXNL4B;TSSC4;SNU13;SNRPD2;RBMX2;SNRPD1;SNRPB2;SNRPD3;TXNL4A;SNRPN;LSM5;LSM4;LSM3;LSM2;LSM8;LSM7;LSM6;PHF5A;SNRPG;CD2BP2;SNRPE;PRPF31;SNRPF;SNRPC;SNRPA;SNRPB
