"category","over_represented_pvalue_wal","numDEInCat","numInCat","over_represented_pvalue_naive","db","padj_wal","padj_naive","classification"
"GO_Biological_Process_2026::Positive Regulation of Necroptotic Process (GO:0060545)",0.0819768237267011,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Programmed Necrotic Cell Death (GO:0062100)",0.0819768237267011,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Aminoglycan Catabolic Process (GO:0006026)",0.0820899614629095,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Chronic Inflammatory Response (GO:0002544)",0.0821399073220592,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::A2-type Glycerophospholipase Activity (GO:0004623)",0.082564751176618,7,20,0.0769021735029109,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979)",0.0827323325600901,5,14,0.118733039016407,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Proteinogenic Amino Acid Metabolic Process (GO:0170039)",0.083230656531048,7,22,0.11911301863261,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Anterograde Synaptic Vesicle Transport (GO:0048490)",0.0832755377355142,6,17,0.0951947964453088,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Synaptic Vesicle Transport Along Microtubule (GO:0099517)",0.0832755377355142,6,17,0.0951947964453088,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Multivesicular Body (GO:0005771)",0.0834449506396696,12,40,0.0740158038224427,"GO_Cellular_Component_2026",0.525394133657179,0.510108918235754,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912)",0.0836227184626968,13,48,0.126622017211602,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Exit From Mitosis (GO:0007096)",0.0838852357893417,5,13,0.0902225904294948,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Acid Phosphatase Activity (GO:0003993)",0.0839079663123685,3,6,0.0925076881640563,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cranial Nerve Development (GO:0021545)",0.0841040612905259,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::TOR Signaling (GO:0031929)",0.0844144459013392,9,27,0.0637353166792588,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Localization to Ciliary Membrane (GO:1903441)",0.0845279647261964,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Small Ribosomal Subunit rRNA Binding (GO:0070181)",0.0846789811973871,2,3,0.0990032190406591,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Metabolic Process (GO:0051248)",0.0847072804973727,31,127,0.0993831619606875,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Maintenance of Translational Fidelity (GO:1990145)",0.0847797154096464,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Neg Reg Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045869)",0.0848522405618379,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::SnRNP Binding (GO:0070990)",0.0854078310572979,3,6,0.0925076881640563,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Intramolecular Oxidoreductase Activity, Interconverting Keto- and Enol-Groups (GO:0016862)",0.0854470700547558,3,5,0.0539447874223751,"GO_Molecular_Function_2026",1,0.802090226690058,"n.s."
"GO_Biological_Process_2026::CD27 Signaling Pathway (GO:0160162)",0.0858894195111408,3,5,0.0539447874223751,"GO_Biological_Process_2026",1,0.889251949582485,"n.s."
"GO_Cellular_Component_2026::Mitochondrial Complex I Intermediate Assembly Complex (GO:0160295)",0.0859224528120162,3,6,0.0925076881640563,"GO_Cellular_Component_2026",0.532003535965262,0.575352694678887,"n.s."
"GO_Cellular_Component_2026::Fc Receptor Complex (GO:0032997)",0.0865809676178759,2,3,0.0990032190406591,"GO_Cellular_Component_2026",0.532003535965262,0.608333032659471,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Leukocyte Differentiation (GO:1902107)",0.0867987883791063,5,13,0.0902225904294948,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Copper Ion (GO:0071280)",0.086906490506977,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Base Conversion or Substitution Editing (GO:0016553)",0.0876219536136391,5,13,0.0902225904294948,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Ubiquitin Protein Ligase Activity (GO:1904668)",0.0878211117413555,3,5,0.0539447874223751,"GO_Biological_Process_2026",1,0.889251949582485,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Nucleocytoplasmic Transport (GO:0046823)",0.0879944491334027,6,18,0.120284575533923,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Localization to Endoplasmic Reticulum (GO:0070972)",0.0883589821924888,6,18,0.120284575533923,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Autoprocessing (GO:0016540)",0.0891191370746075,5,13,0.0902225904294948,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Disulfide Oxidoreductase Activity (GO:0015036)",0.0892930108677648,4,11,0.149654252279273,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Sulfur Amino Acid Metabolic Process (GO:0000096)",0.0893013968482412,5,13,0.0902225904294948,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of TOR Signaling (GO:0032008)",0.089310690662338,20,77,0.0996389897678734,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Multi-pass Transmembrane Protein Insertion Into ER Membrane (GO:0160063)",0.0893321491780532,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Transcription by RNA Polymerase II (GO:0006366)",0.0894708499227901,45,195,0.118655244912492,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Cytoplasmic Dynein Complex (GO:0005868)",0.0895945013007154,7,22,0.11911301863261,"GO_Cellular_Component_2026",0.543966615040058,0.689271163171921,"n.s."
"GO_Molecular_Function_2026::Ribosomal Large Subunit Binding (GO:0043023)",0.0902228373610706,6,18,0.120284575533923,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::ESCRT Complex Disassembly (GO:1904896)",0.0902797586511781,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::ESCRT III Complex Disassembly (GO:1904903)",0.0902797586511781,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Leukocyte Migration (GO:0002687)",0.0903106595244458,8,22,0.0488023764174081,"GO_Biological_Process_2026",1,0.889251949582485,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Double-Strand Break Repair via Homologous Recombination (GO:1905168)",0.0906764511744065,12,43,0.11646888832645,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Cyclin-dependent Protein Serine/Threonine Kinase Inhibitor Activity (GO:0004861)",0.0913141603014179,5,12,0.0657162173885956,"GO_Molecular_Function_2026",1,0.928762956631563,"n.s."
"GO_Biological_Process_2026::MRNA Transport (GO:0051028)",0.0913186106558848,16,64,0.167518929277421,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of DNA Replication (GO:0008156)",0.091389184518374,6,18,0.120284575533923,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Immunological Synapse Formation (GO:0001771)",0.0915625304289514,3,5,0.0539447874223751,"GO_Biological_Process_2026",1,0.889251949582485,"n.s."
"GO_Biological_Process_2026::Striated Muscle Tissue Development (GO:0014706)",0.0917185404583909,7,22,0.11911301863261,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Disordered Domain Specific Binding (GO:0097718)",0.0920997932516414,6,17,0.0951947964453088,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Anaphase-promoting Complex-Dependent Catabolic Process (GO:0031145)",0.0924829859045402,7,21,0.0967414506550458,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Natural Killer Cell Mediated Immunity (GO:0002717)",0.0928221131258065,8,27,0.138694281859359,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Ferrous Iron Binding (GO:0008198)",0.0931500884750325,7,22,0.11911301863261,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Copper Ion (GO:0046688)",0.0937977810989726,5,12,0.0657162173885956,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of DNA Strand Elongation (GO:0060382)",0.093846890205435,6,17,0.0951947964453088,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::COPII-coated Vesicle Budding (GO:0090114)",0.0939689745772485,11,39,0.121929034065485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::ATPase Activity, Coupled to Transmembrane Movement of Ions, Rotational Mechanism (GO:0044769)",0.0940443924076732,6,17,0.0951947964453088,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Proton-transporting ATPase Activity, Rotational Mechanism (GO:0046961)",0.0940443924076732,6,17,0.0951947964453088,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Glycoside Metabolic Process (GO:0016137)",0.0940660190577982,5,14,0.118733039016407,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Nuclear Chromosome (GO:0000228)",0.0941429703674073,23,94,0.137396652884256,"GO_Cellular_Component_2026",0.564857822204444,0.754659157568233,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Endopeptidase Activity (GO:0010951)",0.0945381711682142,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Lipid Transport (GO:0032370)",0.0948899038786544,5,12,0.0657162173885956,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)",0.0950142684838929,13,48,0.126622017211602,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Clearance of Foreign Intracellular DNA (GO:0044355)",0.0953398352396704,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Clearance of Foreign Intracellular Nucleic Acids (GO:0099046)",0.0953398352396704,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Arachidonate Binding (GO:0050544)",0.0953559363452755,3,6,0.0925076881640563,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Icosatetraenoic Acid Binding (GO:0050543)",0.0953559363452755,3,6,0.0925076881640563,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Release of Cytochrome C From Mitochondria (GO:0090201)",0.0962340808539573,6,17,0.0951947964453088,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::T Cell Receptor Complex (GO:0042101)",0.0965479108461732,5,13,0.0902225904294948,"GO_Cellular_Component_2026",0.572551564320329,0.575352694678887,"n.s."
"GO_Biological_Process_2026::Phospholipid Biosynthetic Process (GO:0008654)",0.0970461695163995,12,43,0.11646888832645,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::T-helper Cell Differentiation (GO:0042093)",0.0972550708175473,11,40,0.140103017950778,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Tubulin Complex Assembly (GO:0007021)",0.0980019609155116,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Peptidase Inhibitor Activity (GO:0030414)",0.0981226329660484,10,32,0.0774057126350283,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::RNA Metabolic Process (GO:0016070)",0.0989393553793967,19,77,0.155836897583772,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Late Endosome to Vacuole Transport via Multivesicular Body Sorting Pathway (GO:0032511)",0.0993223498054026,8,25,0.0963336922933977,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Microtubule-Based Movement (GO:0060632)",0.100053307223208,5,14,0.118733039016407,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Acetyl-CoA C-acyltransferase Activity (GO:0003988)",0.100059053492435,3,7,0.139094040806694,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Tricarboxylic Acid Metabolic Process (GO:0072350)",0.100090064093466,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Hormone Activity (GO:0005179)",0.100697231945387,12,34,0.0224491986772858,"GO_Molecular_Function_2026",1,0.634988332109535,"n.s."
"GO_Biological_Process_2026::Regulation of Metabolic Process (GO:0019222)",0.100770175698184,9,29,0.0947651449016537,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Proteinogenic Amino Acid Biosynthetic Process (GO:0170038)",0.100879988627137,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Gamma-delta T Cell Activation (GO:0046629)",0.101165807837508,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::MRNA Export From Nucleus (GO:0006406)",0.101246238185689,15,61,0.195301797992485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Chemical Stress (GO:0062197)",0.101731190480912,25,100,0.103758181271968,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::C-acyltransferase Activity (GO:0016408)",0.101733529532585,3,7,0.139094040806694,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Transcription Initiation by RNA Polymerase II (GO:0060261)",0.102653857043665,14,53,0.135767225830613,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Opioid Receptor Binding (GO:0031628)",0.102995827881109,2,3,0.0990032190406591,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nucleobase-containing Compound Metabolic Process (GO:0006139)",0.10310470563821,10,35,0.127516911046902,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::NK T Cell Activation (GO:0051132)",0.103217805558864,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Vesicle Fusion With Vacuole (GO:0051469)",0.103412583423768,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Amphisome Membrane (GO:1904930)",0.103412583423768,4,10,0.111755297334096,"GO_Cellular_Component_2026",0.60139062941889,0.670531784004573,"n.s."
"GO_Biological_Process_2026::Progesterone Metabolic Process (GO:0042448)",0.103598529180239,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Transcription Factor TFTC Complex (GO:0033276)",0.103769363507573,5,14,0.118733039016407,"GO_Cellular_Component_2026",0.60139062941889,0.689271163171921,"n.s."
"GO_Biological_Process_2026::Small Nucleolar Ribonucleoprotein Complex Assembly (GO:0000491)",0.104234226662539,4,11,0.149654252279273,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Arginine Metabolic Process (GO:0006525)",0.104374860244397,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Fibroblast Migration (GO:0010764)",0.104613829039719,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::RRNA Base Methylation (GO:0070475)",0.105042020603577,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Ubiquitin-dependent Protein Catabolic Process via the Multivesicular Body Sorting Pathway (GO:0043162)",0.105047430809225,10,33,0.0924954019883834,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Quinone Biosynthetic Process (GO:1901663)",0.105385914582574,6,17,0.0951947964453088,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Ubiquinone Biosynthetic Process (GO:0006744)",0.105385914582574,6,17,0.0951947964453088,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Pre-mRNA Binding (GO:0036002)",0.105489182683564,9,32,0.154966357911526,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Long-chain Fatty Acid Binding (GO:0036041)",0.105538950466878,3,5,0.0539447874223751,"GO_Molecular_Function_2026",1,0.802090226690058,"n.s."
"GO_Biological_Process_2026::Regulation of Leukocyte Proliferation (GO:0070663)",0.10580878506533,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Multivesicular Body Assembly (GO:0036258)",0.106200283613972,9,30,0.113058940844532,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::GTPase Activity (GO:0003924)",0.106228057431445,57,257,0.152690884068929,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Respiratory Gaseous Exchange (GO:0043576)",0.106426043272118,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::RRNA 2'-O-methylation (GO:0000451)",0.106743625047006,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Megakaryocyte Differentiation (GO:0045652)",0.107198529167659,6,18,0.120284575533923,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::TRNA Wobble Base Modification (GO:0002097)",0.107586711910089,7,20,0.0769021735029109,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Retinal Dehydrogenase (NAD+) Activity (GO:0001758)",0.107833574982282,3,7,0.139094040806694,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Germ Cell Nucleus (GO:0043073)",0.107924109099323,5,15,0.15088061220372,"GO_Cellular_Component_2026",0.611569951562829,0.793289816741208,"n.s."
"GO_Cellular_Component_2026::Male Germ Cell Nucleus (GO:0001673)",0.107924109099323,5,15,0.15088061220372,"GO_Cellular_Component_2026",0.611569951562829,0.793289816741208,"n.s."
"GO_Biological_Process_2026::Regulation of Dendritic Cell Differentiation (GO:2001198)",0.108101434290174,5,13,0.0902225904294948,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein K27-linked Ubiquitination (GO:0044314)",0.108992703041803,5,13,0.0902225904294948,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)",0.109956480024753,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Mitochondrial Outer Membrane Translocase Complex (GO:0005742)",0.110557065993055,7,22,0.11911301863261,"GO_Cellular_Component_2026",0.61960553468635,0.689271163171921,"n.s."
"GO_Biological_Process_2026::TRNA Pseudouridine Synthesis (GO:0031119)",0.111019970968368,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Recombinational Repair (GO:0000725)",0.111062564231913,24,105,0.222059324223971,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Oxidoreductase Activity, Acting on the CH-OH Group of Donors, NAD or NADP as Acceptor (GO:0016616)",0.111779629776843,16,61,0.122232418742369,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of T Cell Apoptotic Process (GO:0070232)",0.112245305332217,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitotic Nuclear Membrane Organization (GO:0101024)",0.112656953383917,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitotic Nuclear Membrane Reassembly (GO:0007084)",0.112656953383917,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Apoptotic Process (GO:0043066)",0.113061606738861,87,393,0.10019495599828,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cell Junction Disassembly (GO:0150146)",0.113092249362034,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Retinal Metabolic Process (GO:0042574)",0.113913828397471,4,11,0.149654252279273,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Gastrulation (GO:0010470)",0.114683609030943,3,5,0.0539447874223751,"GO_Biological_Process_2026",1,0.889251949582485,"n.s."
"GO_Biological_Process_2026::Glycerolipid Biosynthetic Process (GO:0045017)",0.115537259926462,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::ATP Transmembrane Transporter Activity (GO:0005347)",0.115620209741796,5,14,0.118733039016407,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cholesterol Transport (GO:0032374)",0.116846843228992,7,21,0.0967414506550458,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Lamellipodium Assembly (GO:0010592)",0.117191649683905,7,22,0.11911301863261,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Estrogen 16-Alpha-Hydroxylase Activity (GO:0101020)",0.117286845084106,2,4,0.172790294928954,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Deaminase Activity (GO:0019239)",0.117551804336909,7,23,0.143889156133168,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Leukocyte Proliferation (GO:0070665)",0.117739229423429,6,18,0.120284575533923,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Skeletal Muscle Fiber Development (GO:0048742)",0.117740862496227,2,4,0.172790294928954,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::RNA Localization to Cajal Body (GO:0090670)",0.117745397993585,4,11,0.149654252279273,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:1902253)",0.117763310950061,4,11,0.149654252279273,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of ERAD Pathway (GO:1904293)",0.11819992645376,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Type B Pancreatic Cell Proliferation (GO:0044342)",0.118238403670273,2,3,0.0990032190406591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Biogenic Amine Biosynthetic Process (GO:0042401)",0.11853183948373,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Type 2 Mitophagy (GO:1905091)",0.119298097168288,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Acetyl-CoA Metabolic Process (GO:0006084)",0.119726784868279,6,17,0.0951947964453088,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Neutrophil Activation Involved in Immune Response (GO:0002283)",0.120193478540195,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Peptidyl-lysine Monomethylation (GO:0018026)",0.120255650397586,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation by Symbiont of Entry Into Host (GO:0075294)",0.120761832363286,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Viral Entry Into Host Cell (GO:0046598)",0.120761832363286,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nucleoside Triphosphate Metabolic Process (GO:0009141)",0.121041706095162,4,10,0.111755297334096,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nucleotide Metabolic Process (GO:0009117)",0.121252307417254,5,15,0.15088061220372,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nuclear-transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",0.121591963123051,11,42,0.180414223002291,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Multivesicular Body Organization (GO:0036257)",0.121594814918935,9,31,0.133152426427511,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::N-acylphosphatidylethanolamine Metabolic Process (GO:0070292)",0.121601379334414,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Base-excision Repair (GO:0006284)",0.122195285374031,12,43,0.11646888832645,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Modification-dependent Protein Catabolic Process (GO:0019941)",0.122376357183967,46,207,0.178765838977582,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Phosphatidic Acid Transfer Activity (GO:1990050)",0.12275074920991,3,7,0.139094040806694,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Spermidine Metabolic Process (GO:0008216)",0.123129483921861,4,9,0.078815695480485,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of TORC1 Signaling (GO:1904263)",0.123138603043655,15,58,0.144038703320629,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Membrane Organization (GO:0061024)",0.123217395107921,41,178,0.133971361132601,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Increased Oxygen Levels (GO:0036296)",0.123394725142963,3,7,0.139094040806694,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Nucleus (GO:0005634)",0.123441568362817,868,4405,0.327074992080434,"GO_Cellular_Component_2026",0.684295650706919,1,"n.s."
"GO_Biological_Process_2026::Protein Stabilization (GO:0050821)",0.12344472141568,46,201,0.128028841421912,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::UV Protection (GO:0009650)",0.124157476750017,3,6,0.0925076881640563,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Collagen Biosynthetic Process (GO:0032967)",0.124173506064681,5,12,0.0657162173885956,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Olfactory Receptor Binding (GO:0031849)",0.124977003863727,2,3,0.0990032190406591,"GO_Molecular_Function_2026",1,1,"n.s."
