Gene_set,Term,P-value,Adjusted P-value,P-value (naive),Adjusted P-value (naive),Odds Ratio,numDEInCat,numInCat,classification,Genes
GO_Biological_Process_2026,Negative Regulation of Syncytium Formation by Plasma Membrane Fusion (GO:0034242),6.1091295906249e-27,3.027073712154638e-24,2.0032225959153002e-26,9.925967962760312e-24,46.06602419520197,44,48,GC-robust,ERVH48-1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;UBA52
GO_Biological_Process_2026,Protein Metabolic Process (GO:0019538),9.763691044756771e-24,4.46576207324029e-21,8.96667176604247e-24,4.101217716991425e-21,2.6848037310532455,209,541,GC-robust,ACAN;ADAMTS20;AIP;APEH;APH1A;BOLA3;C2;CAMP;CAPNS1;CASP4;CASP6;CCS;CDC34;CELA1;CELA2A;CELA2B;CFD;CIAO1;CIAO2A;CIAO2B;CISD1;CISD3;CLN5;CLPP;COX19;CPB2;CPNE1;CTSD;CTSF;CTSL;CTSW;DHPS;DPP7;EEF1A1;EMD;F12;F2;FAU;FBXL2;FBXL6;FBXO2;FKBP1A;FKBP1B;FXN;GGT5;GLRX5;GSPT2;GZMA;GZMB;GZMH;GZMM;HSP90AA1;ISCA1;ISCA2;LIPT1;LMF2;LOX;MCRS1;MMP11;MRPL10;MRPL11;MRPL12;MRPL13;MRPL18;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL32;MRPL34;MRPL35;MRPL36;MRPL41;MRPL43;MRPL51;MRPL52;MRPL55;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18B;MRPS18C;MRPS21;MRPS33;MRPS7;MSRB2;NAA10;NAALAD2;NACA;NEDD8;NFU1;NSG1;PAPPA;PARK7;PARL;PARP1;PPT1;PROZ;PRPH2;PRRG2;PRSS2;PRSS21;PRSS57;PSENEN;PSMB1;PSMB5;PSMC4;RNF5;RNPEPL1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPN2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L;RPS28;RPS29;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPSA;SEC11A;SEC11C;SEPHS1;SERP1;SLC35A1;SPCS1;SPCS2;SPCS3;SVBP;TMPRSS7;TSPAN33;UBA52;UBE2D2;UBE2I;UBE2L3;UBE2L6;UBE2M;UBE2S;UBL4A;UBL5;UCHL3;USE1
GO_Biological_Process_2026,Regulation of Myoblast Fusion (GO:1901739),3.76687164184559e-22,1.5998441987438484e-19,6.37185785399076e-22,2.706219057130647e-19,19.99947610587217,43,52,GC-robust,RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;UBA52
GO_Biological_Process_2026,Mitochondrial Gene Expression (GO:0140053),3.21448738277169e-20,1.274222798530698e-17,4.0102202219818105e-20,1.5896512959935896e-17,6.716244595429276,64,104,GC-robust,AURKAIP1;CHCHD1;DAP3;FASTK;GADD45GIP1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL39;MRPL4;MRPL40;MRPL41;MRPL43;MRPL44;MRPL45;MRPL47;MRPL49;MRPL50;MRPL51;MRPL52;MRPL54;MRPL55;MRPL57;MRPL58;MRPS10;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18B;MRPS18C;MRPS2;MRPS21;MRPS23;MRPS26;MRPS28;MRPS30;MRPS33;MRPS34;MRPS35;MRPS7;TFAM;TFB2M;TUFM
GO_Cellular_Component_2026,Cytosolic Small Ribosomal Subunit (GO:0022627),4.0355881027001304e-19,4.08232438451972e-17,1.9812179141288e-18,2.020842272411376e-16,27.57606382978723,33,38,GC-robust,FAU;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA
GO_Cellular_Component_2026,Small Ribosomal Subunit (GO:0015935),4.8027345700232e-19,4.08232438451972e-17,2.4479441305106e-18,2.08075251093401e-16,23.680103676420433,34,40,GC-robust,FAU;RACK1;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA
GO_Biological_Process_2026,Mitochondrial Translation (GO:0032543),4.8804978553235505e-19,1.8137150154846143e-16,1.1626583428034e-18,4.066568533122951e-16,6.397469135802468,61,101,GC-robust,AURKAIP1;CHCHD1;DAP3;GADD45GIP1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL39;MRPL4;MRPL40;MRPL41;MRPL43;MRPL44;MRPL45;MRPL47;MRPL49;MRPL50;MRPL51;MRPL52;MRPL54;MRPL55;MRPL57;MRPL58;MRPS10;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18B;MRPS18C;MRPS2;MRPS21;MRPS23;MRPS26;MRPS28;MRPS30;MRPS33;MRPS34;MRPS35;MRPS7;TUFM
GO_Biological_Process_2026,"Mitochondrial Electron Transport, NADH to Ubiquinone (GO:0006120)",7.806570027346431e-19,2.7304626695648164e-16,9.033174445929021e-19,3.3569534534683725e-16,43.16121336059987,31,34,GC-robust,NDUFA1;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFAF1;NDUFB1;NDUFB10;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFS2;NDUFS3;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3
GO_Biological_Process_2026,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),6.4087313387253394e-18,2.1170175855589374e-15,2.7475865688980102e-17,9.076194299259761e-15,6.585726029005929,55,90,GC-robust,ATP23;ATP5F1D;BCS1L;CMC1;COA3;COA5;COA6;COA8;COX14;COX16;COX17;COX19;COX7A2L;DMAC1;DMAC2;ECSIT;FMC1;FOXRED1;FXN;HIGD1A;HIGD1B;HIGD2A;LYRM2;MTLN;NDUFA13;NDUFA6;NDUFAF1;NDUFAF3;NDUFAF4;NDUFAF8;NDUFC2;NDUFS2;NDUFS3;NDUFS5;NDUFS7;NDUFS8;OCIAD2;PET100;PET117;RAB5IF;SCO1;SDHAF1;SDHAF2;SDHAF3;SMIM20;STMP1;SURF1;TMEM126A;TMEM126B;TMEM223;TMEM70;UQCC2;UQCC3;UQCC4;UQCRFS1
GO_Cellular_Component_2026,Extracellular Exosome (GO:0070062),4.5319093729721103e-14,3.3018196860225375e-12,4.5244121980507204e-14,3.2963574585798106e-12,1.619971466411671,462,1690,GC-robust,A1BG;ABHD14B;ACAT1;ACP1;ACTB;ACTG1;ACTG2;ADH5;AHSA1;AKR1A1;AKR1B1;AKR1C3;AKR1C4;AKR7A2;ALK;ANGPTL6;ANP32B;ANXA7;AP2M1;APEH;APRT;ARF5;ARF6;ARHGDIB;ARL3;ARPC1A;ARPC1B;ARPC2;ARPC3;ARPC4;ARPC5;ARPC5L;ASL;ATP5F1A;ATP5F1B;ATP6AP1;ATP6AP2;ATP6V0A4;ATP6V1E1;ATP6V1F;ATP6V1G1;AXL;B3GAT3;B4GALT3;BAX;BLVRB;BRK1;BROX;BSG;BST2;BTG2;C2;CA1;CA6;CACYBP;CALB1;CAMP;CAPG;CAPNS1;CAPZA1;CBR1;CCL28;CCT2;CCT3;CCT7;CCT8;CD37;CD48;CD59;CD63;CD70;CD79B;CD81;CETP;CFD;CFL1;CHID1;CHMP1A;CHMP2A;CHMP3;CHMP5;CHST14;CIB1;CLIC1;CLIC3;CLN5;CMPK1;CNP;COMT;CORO1A;CORO1B;CPB2;CPNE1;CPNE3;CPNE5;CPNE7;CRB2;CRB3;CSNK2B;CST3;CSTB;CTSD;CTSF;CTSL;CUTA;DBI;DCXR;DDAH2;DDT;DDX19B;DNAJA1;DNAJA2;DNAJB9;DNASE2;DNPH1;DPP7;DSTN;DUT;ECH1;EDIL3;EEF1A1;EIF2S3;EIF3E;EIF3H;EIF3I;EIF6;ENO1;EPS8L2;EPX;ESD;F12;F2;FABP3;FABP5;FBL;FBLN5;FCER2;FCGR3A;FLOT1;FTL;FUT2;FUZ;FXYD2;GALK1;GALM;GAPDH;GDF15;GET3;GFUS;GGCT;GHITM;GIPC1;GLOD4;GLRX;GNAI2;GNAS;GNB2;GNG5;GNPDA1;GNPTG;GPX4;GRHPR;GRN;GSS;GSTK1;GSTO1;GSTP1;GUSB;H2AC20;H2AC25;H2AJ;H2AX;H2AZ1;H2AZ2;H3-3A;HEBP1;HEBP2;HINT1;HLA-C;HLA-DRA;HLA-DRB1;HLA-E;HNRNPA1;HPD;HPRT1;HSP90AA1;HSP90AB1;HSPA1A;HSPA1B;HSPA6;HSPA8;HSPB1;HSPE1;HYAL1;IDH2;IGFBP2;IGSF8;ITGB4;ITIH2;ITM2B;ITM2C;JCHAIN;KCNG2;KHK;KLK1;KRT10;KRT2;LAMB1;LAMP1;LAMTOR1;LCK;LDHA;LDHAL6A;LDHB;LGALS1;LGALS3;LGALS3BP;LMAN2;LRRN4;LYPLA2;MARCKSL1;MAT2B;MDH2;MIF;MMRN2;MOGS;MPI;MPST;MVB12A;MYH10;MYL12A;MYL12B;MYL6;MYL6B;NACA;NAGLU;NAPRT;NAXE;NEDD8;NHERF2;NIT2;NME1;NPC2;NT5C;NUCB2;NUDT5;NUTF2;OMD;ORM2;OTUB1;PA2G4;PACSIN3;PARD6B;PARK7;PCBD1;PCYOX1;PDCD2;PDCD5;PDZK1;PEBP1;PFN1;PFN2;PGAP6;PGLS;PGLYRP2;PHPT1;PKD1L3;PLEKHA7;PLPP1;PMEL;PMVK;PODXL;PPA1;PPIA;PPL;PPP1CA;PPP1R7;PPT1;PRDX1;PRDX2;PRDX4;PRDX5;PRDX6;PROCR;PROZ;PSMA4;PSMA5;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB8;PSMB9;PSMC5;PSMD7;PSME1;PSME2;PTGDS;QDPR;RAB13;RAB25;RAB34;RAB4A;RAB5C;RAC1;RAC2;RACK1;RAN;RAP2B;RARRES1;RBP5;RETN;RHOA;RHOG;RIDA;RNASET2;RNH1;RPL10A;RPL11;RPL12;RPL14;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL28;RPL30;RPL31;RPL34;RPL35A;RPL37A;RPL4;RPL5;RPLP0;RPLP2;RPS11;RPS13;RPS14;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS25;RPS26;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS8;RPS9;RPSA;RRAS;RUVBL2;S100A10;S100A11;S100A4;S100A6;S100A8;S100A9;S100P;SAT2;SCAMP2;SCAMP3;SCGB1A1;SCRN2;SDF4;SEC14L3;SERBP1;SERPINB1;SERPINB6;SERPINE1;SH3BGRL3;SHMT1;SHMT2;SIT1;SLC12A1;SLC22A5;SLC23A1;SLC25A1;SLC25A3;SLC35F6;SLC3A1;SLC3A2;SLC44A4;SMPD1;SMS;SNF8;SNRPD2;SNX3;SOD1;SRI;SRSF7;SSBP1;SSR4;ST13;STMN1;STXBP2;SUB1;SVIP;SYNGR2;SYPL1;SYTL1;TAGLN2;TALDO1;TAX1BP3;TGM4;THRAP3;TIMP1;TKT;TMC4;TMED9;TMEM109;TMEM256;TMEM59;TOR3A;TPI1;TPRG1L;TPT1;TRMT10A;TSPO;TUBA1A;TUBA4A;TUBB;TUBB4B;TUFM;TWF2;TXN;TXNDC17;UBA52;UBB;UBC;UBE2D2;UBE2V2;UBXN6;UFC1;UPK1B;VAMP5;VAMP8;VASP;VAT1;VDAC1;VDAC3;VIM;VMO1;VPS25;VPS28;VPS4A;YBX1;YWHAB;YWHAH;ZG16B
GO_Cellular_Component_2026,Ribosome (GO:0005840),7.2287917869644e-14,4.608354764189805e-12,2.54307504116302e-13,1.4410758566590445e-11,10.278647513255818,32,45,GC-robust,APEX1;DNAJC21;EEF1A1;MRPL13;MRPL4;MRPS12;MRPS7;RPL13A;RPL15;RPL23;RPL27;RPL36A;RPL7A;RPL9;RPS10;RPS11;RPS13;RPS17;RPS18;RPS19;RPS23;RPS25;RPS26;RPS27;RPS28;RPS29;RPS3;RPS4X;RPS5;RPS7;RPS9;SERP1
GO_Cellular_Component_2026,Extracellular Vesicle (GO:1903561),1.73787441439214e-13,9.847955014888795e-12,1.54983108866017e-13,9.880173190208583e-12,1.602992911042078,463,1706,GC-robust,A1BG;ABHD14B;ACAT1;ACP1;ACTB;ACTG1;ACTG2;ADH5;AHSA1;AKR1A1;AKR1B1;AKR1C3;AKR1C4;AKR7A2;ALK;ANGPTL6;ANP32B;ANXA7;AP2M1;APEH;APRT;ARF5;ARF6;ARHGDIB;ARL3;ARPC1A;ARPC1B;ARPC2;ARPC3;ARPC4;ARPC5;ARPC5L;ASL;ATP1A3;ATP5F1A;ATP5F1B;ATP6AP1;ATP6AP2;ATP6V0A4;ATP6V1E1;ATP6V1F;ATP6V1G1;AXL;B3GAT3;B4GALT3;BAX;BLVRB;BRK1;BROX;BSG;BST2;BTG2;C2;CA1;CA6;CACYBP;CALB1;CAMP;CAPG;CAPNS1;CAPZA1;CBR1;CCL28;CCT2;CCT3;CCT7;CCT8;CD37;CD48;CD59;CD63;CD70;CD79B;CD81;CETP;CFD;CFL1;CHID1;CHMP1A;CHMP2A;CHMP3;CHMP5;CHST14;CIB1;CLIC1;CLIC3;CLN5;CMPK1;CNP;COMT;CORO1A;CORO1B;CPB2;CPNE1;CPNE3;CPNE5;CPNE7;CRB2;CRB3;CSNK2B;CST3;CSTB;CTSD;CTSF;CTSL;CUTA;DBI;DCXR;DDAH2;DDT;DDX19B;DNAJA1;DNAJA2;DNAJB9;DNASE2;DNPH1;DPP7;DSTN;DUT;ECH1;EDIL3;EEF1A1;EIF2S3;EIF3E;EIF3H;EIF3I;EIF6;ENO1;EPS8L2;EPX;ESD;F12;F2;FABP3;FABP5;FBL;FBLN5;FCER2;FCGR3A;FLOT1;FTL;FUT2;FUZ;FXYD2;GALK1;GALM;GAPDH;GDF15;GET3;GFUS;GGCT;GHITM;GIPC1;GLOD4;GLRX;GNAI2;GNAS;GNB2;GNG5;GNPDA1;GNPTG;GPX4;GRHPR;GRN;GSS;GSTK1;GSTO1;GSTP1;GUSB;H2AC20;H2AC25;H2AJ;H2AX;H2AZ1;H2AZ2;H3-3A;HEBP1;HEBP2;HINT1;HLA-C;HLA-DRA;HLA-DRB1;HLA-E;HNRNPA1;HPD;HPRT1;HSP90AA1;HSP90AB1;HSPA1A;HSPA1B;HSPA6;HSPA8;HSPB1;HSPE1;HYAL1;IDH2;IGFBP2;IGSF8;ITGB4;ITIH2;ITM2B;ITM2C;JCHAIN;KCNG2;KHK;KLK1;KRT10;KRT2;LAMB1;LAMP1;LAMTOR1;LCK;LDHA;LDHAL6A;LDHB;LGALS1;LGALS3;LGALS3BP;LMAN2;LRRN4;LYPLA2;MARCKSL1;MAT2B;MDH2;MIF;MMRN2;MOGS;MPI;MPST;MVB12A;MYH10;MYL12A;MYL12B;MYL6;MYL6B;NACA;NAGLU;NAPRT;NAXE;NEDD8;NHERF2;NIT2;NME1;NPC2;NT5C;NUCB2;NUDT5;NUTF2;OMD;ORM2;OTUB1;PA2G4;PACSIN3;PARD6B;PARK7;PCBD1;PCYOX1;PDCD2;PDCD5;PDZK1;PEBP1;PFN1;PFN2;PGAP6;PGLS;PGLYRP2;PHPT1;PKD1L3;PLEKHA7;PLPP1;PMEL;PMVK;PODXL;PPA1;PPIA;PPL;PPP1CA;PPP1R7;PPT1;PRDX1;PRDX2;PRDX4;PRDX5;PRDX6;PROCR;PROZ;PSMA4;PSMA5;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB8;PSMB9;PSMC5;PSMD7;PSME1;PSME2;PTGDS;QDPR;RAB13;RAB25;RAB34;RAB4A;RAB5C;RAC1;RAC2;RACK1;RAN;RAP2B;RARRES1;RBP5;RETN;RHOA;RHOG;RIDA;RNASET2;RNH1;RPL10A;RPL11;RPL12;RPL14;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL28;RPL30;RPL31;RPL34;RPL35A;RPL37A;RPL4;RPL5;RPLP0;RPLP2;RPS11;RPS13;RPS14;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS25;RPS26;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS8;RPS9;RPSA;RRAS;RUVBL2;S100A10;S100A11;S100A4;S100A6;S100A8;S100A9;S100P;SAT2;SCAMP2;SCAMP3;SCGB1A1;SCRN2;SDF4;SEC14L3;SERBP1;SERPINB1;SERPINB6;SERPINE1;SH3BGRL3;SHMT1;SHMT2;SIT1;SLC12A1;SLC22A5;SLC23A1;SLC25A1;SLC25A3;SLC35F6;SLC3A1;SLC3A2;SLC44A4;SMPD1;SMS;SNF8;SNRPD2;SNX3;SOD1;SRI;SRSF7;SSBP1;SSR4;ST13;STMN1;STXBP2;SUB1;SVIP;SYNGR2;SYPL1;SYTL1;TAGLN2;TALDO1;TAX1BP3;TGM4;THRAP3;TIMP1;TKT;TMC4;TMED9;TMEM109;TMEM256;TMEM59;TOR3A;TPI1;TPRG1L;TPT1;TRMT10A;TSPO;TUBA1A;TUBA4A;TUBB;TUBB4B;TUFM;TWF2;TXN;TXNDC17;UBA52;UBB;UBC;UBE2D2;UBE2V2;UBXN6;UFC1;UPK1B;VAMP5;VAMP8;VASP;VAT1;VDAC1;VDAC3;VIM;VMO1;VPS25;VPS28;VPS4A;YBX1;YWHAB;YWHAH;ZG16B
GO_Biological_Process_2026,Aerobic Respiration (GO:0009060),4.8586153511772e-14,1.520490888321033e-11,1.04786930672692e-13,3.115315448899133e-11,4.591947115384615,57,109,GC-robust,ATP5F1C;ATP5F1D;BLOC1S1;COX7A2;CSKMT;ENO1;GAPDH;IDH2;IDH3B;IDH3G;KGD4;LDHA;MDH2;NDUFA1;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFS2;NDUFS3;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;SDHAF2;SDHB;SDHC;SDHD;SIRT3;SURF1;TPI1;UQCRB;UQCRC1;UQCRH
GO_Biological_Process_2026,Striated Muscle Contraction (GO:0006941),1.74520801553238e-13,5.188503430177766e-11,5.93078242131164e-14,1.8560227514273164e-11,5.7392864471871246,48,83,GC-robust,CHRNB1;KCNH2;LMOD3;MYL4;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;TNNC1;UBA52
GO_Biological_Process_2026,Ribosome Biogenesis (GO:0042254),2.02040408331917e-13,5.7206298473408497e-11,2.9999382856419597e-12,8.108015021103224e-10,3.2676576938529527,74,169,GC-robust,CINP;DKC1;EBNA1BP2;EIF1AX;EIF6;EXOSC4;EXOSC5;FBL;FSAF1;GRWD1;GTF3A;IMP3;IMP4;KRR1;LYAR;MALSU1;METTL5;MRM1;MRTO4;NGDN;NIP7;NOB1;NOL7;NOP16;NOP53;NPM1;PAK1IP1;PDCD2;PIH1D1;PIN4;POP4;RAN;RBIS;RPL11;RPL14;RPL26;RPL27;RPL35A;RPL5;RPL7;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS19;RPS19BP1;RPS23;RPS24;RPS25;RPS27;RPS27A;RPS27L;RPS28;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RRP36;RRP9;RRS1;RSL24D1;SBDS;SNU13;UTP11;UTP3;WDR18;WDR46
GO_Biological_Process_2026,Muscle Contraction (GO:0006936),3.24009849791125e-13,8.757102576627406e-11,2.89150411495743e-13,8.187087365493751e-11,4.421440972222222,57,111,GC-robust,CHRNB1;CHRNB2;EMD;GALR2;GAMT;GLRA1;LMOD2;LMOD3;MYL11;MYL4;MYL6;MYL6B;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;SNTA1;TNNC1;UBA52
GO_Biological_Process_2026,Protein-RNA Complex Assembly (GO:0022618),4.36276333814899e-12,1.127869165592778e-09,4.840787135549809e-11,1.2514487090425724e-08,3.121488440637377,70,164,GC-robust,ABT1;BRIX1;CELF4;CLP1;COIL;DENR;EIF2S3;EIF3D;EIF3E;EIF3F;EIF3G;EIF3H;EIF3I;EIF3K;EIF3L;EIF3M;EIF6;ERAL1;FAU;GEMIN2;GEMIN6;HSP90AA1;HSP90AB1;ISY1;LSM2;LSM3;LSM4;LSM5;LSM6;LSM7;LSM8;MCTS1;NOP53;PDCD7;PHF5A;PRPF31;PTGES3;PUF60;RBM42;RPL11;RPL5;RPS14;RPS19;RPS28;RPSA;RRS1;SCNM1;SF3B5;SF3B6;SNRNP25;SNRNP27;SNRNP35;SNRPA;SNRPB;SNRPB2;SNRPC;SNRPD1;SNRPD2;SNRPD3;SNRPE;SNRPF;SNRPG;SNU13;SRSF10;SRSF6;STRAP;TSSC4;TXNL4A;TXNL4B;USP39
GO_Biological_Process_2026,Ribonucleoprotein Complex Biogenesis (GO:0022613),1.33898906141709e-11,3.3173453996608403e-09,2.12863750751526e-10,5.062751447874294e-08,3.498077955546011,56,123,GC-robust,CINP;EBNA1BP2;FBL;FSAF1;GRWD1;GTF3A;IMP3;IMP4;KRR1;MALSU1;MRTO4;NGDN;NIP7;NOL7;NOP16;NPM1;PAK1IP1;PDCD2;RBIS;RPL11;RPL14;RPL26;RPL35A;RPL5;RPL7;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS19;RPS19BP1;RPS23;RPS24;RPS25;RPS27;RPS27A;RPS28;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RRP36;RRP9;RRS1;RSL24D1;SNU13;UTP11;UTP3;WDR46
GO_Cellular_Component_2026,Mitochondrial Matrix (GO:0005759),8.151048292214779e-11,4.157034629029537e-09,5.94825624604733e-10,3.033610685484139e-08,2.082082700918925,134,405,GC-robust,ACAA2;ACADM;ACAT1;ADPRS;ALAS2;ALKBH7;AMT;ARL2;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5PB;AURKAIP1;BLOC1S1;BOLA3;C1QBP;CLPP;CMC1;COQ5;CSKMT;DARS2;DNAJC15;DNAJC19;ECH1;ECHS1;ECI1;ERAL1;ETFB;ETFBKMT;ETHE1;FAHD1;FASTK;FDX1;FDX2;FLAD1;FXN;GADD45GIP1;GLRX5;GRPEL1;GSTK1;GSTZ1;HAGH;HSD17B8;HSPE1;HYKK;IDH2;IDH3B;IDH3G;ISCA1;ISCA2;ISCU;LIAS;LIPT1;LIPT2;MALSU1;MCAT;MDH2;MMAB;MPST;MRM1;MRPL11;MRPL12;MRPL13;MRPL18;MRPL20;MRPL28;MRPL32;MRPL34;MRPL35;MRPL39;MRPL40;MRPL43;MRPL49;MRPL51;MRPL57;MRPL58;MRPS10;MRPS12;MRPS14;MRPS15;MRPS2;MTG1;MTHFS;NAXE;NDUFA9;NDUFAB1;NDUFAF8;NDUFB8;NDUFS2;NDUFS3;NDUFS7;NDUFS8;NFU1;NIPSNAP1;NME4;NUDT1;NUDT13;NUDT2;OAT;PIN4;POLDIP2;PRDX3;PRDX5;PTCD1;PUSL1;RBFA;REXO2;RIDA;RNASEH1;RPS3;RPUSD3;SARS2;SDHAF1;SDHAF3;SDHB;SHMT2;SIRT3;SIRT4;SLIRP;SMDT1;SOD1;SSBP1;STAR;TEFM;TFAM;TFB2M;TRMT10C;TST;TXN2;UQCC2;UQCRFS1;YRDC
GO_Biological_Process_2026,Ribosomal Small Subunit Biogenesis (GO:0042274),1.93359615847524e-11,4.59886510331751e-09,1.09421317717955e-10,2.7109131464623353e-08,4.3751311597382525,45,88,GC-robust,ERAL1;FAU;FBL;FSAF1;IMP3;IMP4;KRR1;LSM6;NGDN;NOB1;NOL7;NPM1;PDCD2;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS19;RPS19BP1;RPS23;RPS24;RPS25;RPS27;RPS27A;RPS28;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RRP36;RRP9;SNU13;TRMT112;TSR3;UTP11;UTP3;WDR46
