,Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
4941,GO_Cellular_Component_2026,Extracellular Exosome (GO:0070062),1.2288018933376352e-09,5.729288827686724e-08,0,0,1.5727312008390142,32.26808181943918,RPL4;RPL5;RPL30;PGLYRP2;RNH1;RPL31;RPL34;ARPC5L;H2AC11;RPS14;H2AC12;LGALS1;RPS16;CAPNS1;SNRPD2;RPS19;RPS18;BSG;CPNE1;RPS11;RPS13;CHID1;ARSA;ATP6V1G1;ARRDC1;RPL23;ECH1;RPL22;TALDO1;HLA-C;MOGS;PDZK1;HLA-E;MYL6;RBP5;SUB1;CSNK2B;PSME1;RPL24;TAGLN2;RPL27;RPL26;HPD;RPL28;UBA52;VPS28;CFD;CUTA;CETP;IGSF8;SLC22A5;CFH;SHMT2;STXBP2;A1BG;PPL;CD79B;PRDX2;PRDX5;PRDX4;RRAS;CD19;PCBP2;CHST14;S100A10;LRRN4;SNF8;BST2;RPS25;RPS28;EIF6;RPS29;GIPC1;H2AC20;H2AC21;RPS20;ANP32B;HLA-DRB1;ITM2B;ITM2C;H2AX;SLC44A4;CLIC3;ARPC1A;HEXA;RPLP0;ORM2;HINT1;SMPD1;RAC2;RACK1;TSPO;RPLP2;SH3BGRL3;CD37;CTSF;CLIC1;UBXN6;LYPLA2;SSR4;RHOG;TMC6;F2;APRT;VAMP8;FCER2;ANGPTL6;TKT;VAMP5;ARF6;GSTP1;RPL12;RPL11;PSMA7;GNAI2;CST3;NT5C;PSMB6;PSMB4;RPS15A;PSMB3;PPP1R7;GPC1;LMAN2;PSMB1;RPL14;RPS3;RPS2;RPS27A;MDH2;AKR1C4;KRT10;TUBB4B;PSMB8;PLEKHA7;RAB11B;PSMB9;PPP1CA;TMEM59;PSMC5;KRT18;AXL;CAPZA1;CRB3;HSPA1A;CRTC2;CD81;UBE2D2;PDCD5;MPI;PEBP1;CIB1;AUP1;PARK7;APEH;RPL10A;COMT;METRNL;ACTG1;FBL;AKR7A2;SIT1;ARHGDIB;AP2M1;RPS9;RPS8;RPS5;RPSA;TUBA4A;TUFM;TMEM256;SYPL1;RAB34;S100A6;GEMIN4;CMPK1;S100A4;PHPT1;PPIA;S100A9;S100A8;PMEL;CNP;ARL3;PROZ;AEBP1;LTBP3;CORO1A;CORO1B;FBLN5;BAG6;DPP7;UBB;PODXL;UBC;PMVK;MPST;RAB4A;DSTN;EEF2;GRHPR;EIF2S3;NACA;STK25;GNAS;CHMP2A;GALK1;ALK;SLC25A3;BRK1;HSPB1;DBI;DNPH1;RPS4X;HEBP2;CA1;UPK1B;NAPRT;SCRN2;CA6;PGLS;GET3;GFUS;GUSB;EDIL3;DCXR;LCK;DDAH2;RPL37A;BLVRB;OTUB1;ITIH2;NAXE;SLC3A2;PKD1L3;PARD6B;DDT;MVB12A;CSK;EPS8L2;HNRNPA1;H2AZ1;MARCKSL1;NHERF2;NHERF1;B3GAT3;RPL35A;RPL23A;LAMB1;SOD1;SCGB1A1;EIF3H;EIF3E;PDCD2;VIM;SSBP1;TPT1;RPL26L1
4942,GO_Cellular_Component_2026,Extracellular Vesicle (GO:1903561),1.697387321257944e-09,7.034727453657923e-08,0,0,1.5646903263869762,31.59763127002609,RPL4;RPL5;RPL30;PGLYRP2;RNH1;RPL31;RPL34;ARPC5L;H2AC11;RPS14;H2AC12;LGALS1;RPS16;CAPNS1;SNRPD2;RPS19;RPS18;BSG;CPNE1;RPS11;RPS13;CHID1;ARSA;ATP6V1G1;ARRDC1;RPL23;ECH1;RPL22;TALDO1;HLA-C;MOGS;PDZK1;HLA-E;MYL6;RBP5;SUB1;CSNK2B;PSME1;RPL24;TAGLN2;RPL27;RPL26;HPD;RPL28;UBA52;VPS28;CFD;CUTA;CETP;IGSF8;SLC22A5;CFH;SHMT2;STXBP2;A1BG;PPL;CD79B;PRDX2;PRDX5;PRDX4;RRAS;CD19;PCBP2;CHST14;S100A10;LRRN4;SNF8;BST2;RPS25;RPS28;EIF6;RPS29;GIPC1;H2AC20;H2AC21;RPS20;ANP32B;HLA-DRB1;ITM2B;ITM2C;H2AX;SLC44A4;CLIC3;ARPC1A;HEXA;RPLP0;ORM2;HINT1;SMPD1;RAC2;RACK1;TSPO;RPLP2;SH3BGRL3;CD37;CTSF;CLIC1;UBXN6;LYPLA2;SSR4;RHOG;TMC6;F2;APRT;VAMP8;FCER2;ANGPTL6;TKT;VAMP5;ARF6;GSTP1;RPL12;RPL11;PSMA7;GNAI2;CST3;NT5C;PSMB6;PSMB4;RPS15A;PSMB3;PPP1R7;GPC1;LMAN2;PSMB1;RPL14;RPS3;RPS2;RPS27A;MDH2;AKR1C4;KRT10;TUBB4B;PSMB8;PLEKHA7;RAB11B;PSMB9;PPP1CA;TMEM59;PSMC5;KRT18;AXL;CAPZA1;CRB3;HSPA1A;CRTC2;CD81;UBE2D2;PDCD5;MPI;PEBP1;CIB1;AUP1;PARK7;APEH;RPL10A;COMT;METRNL;ACTG1;FBL;AKR7A2;SIT1;ARHGDIB;AP2M1;RPS9;RPS8;RPS5;RPSA;TUBA4A;TUFM;TMEM256;SYPL1;RAB34;S100A6;GEMIN4;CMPK1;S100A4;PHPT1;PPIA;S100A9;S100A8;PMEL;CNP;ARL3;PROZ;AEBP1;LTBP3;CORO1A;CORO1B;FBLN5;BAG6;DPP7;UBB;PODXL;UBC;PMVK;MPST;RAB4A;DSTN;EEF2;GRHPR;EIF2S3;NACA;STK25;GNAS;CHMP2A;GALK1;ALK;SLC25A3;BRK1;HSPB1;DBI;DNPH1;RPS4X;HEBP2;CA1;UPK1B;NAPRT;SCRN2;CA6;PGLS;GET3;GFUS;GUSB;EDIL3;DCXR;LCK;DDAH2;RPL37A;BLVRB;MAN1B1;OTUB1;ITIH2;NAXE;SLC3A2;PKD1L3;PARD6B;DDT;MVB12A;CSK;EPS8L2;HNRNPA1;H2AZ1;MARCKSL1;NHERF2;NHERF1;B3GAT3;RPL35A;RPL23A;LAMB1;SOD1;SCGB1A1;EIF3H;EIF3E;PDCD2;VIM;SSBP1;TPT1;RPL26L1
20,GO_Biological_Process_2026,Mitochondrial Gene Expression (GO:0140053),4.2740438456862674e-10,7.74416039658869e-08,0,0,4.305438184663537,92.88246874951825,MRPS15;MRPL18;MRPS33;MRPS34;MRPL36;MRPL58;MRPL57;MRPL10;MRPL54;MRPL11;MRPL33;MRPL55;MRPL41;MRPL20;MRPL2;FASTK;CHCHD1;GADD45GIP1;MRPS26;MRPS23;MRPL27;MRPL28;MRPS21;MRPL47;POLRMT;MRPL23;MRPS7;MRPL24;MRPL21;MRPL43;MRPS5;TUFM;MRPL52;MRPL51;AURKAIP1
21,GO_Biological_Process_2026,Ribosome Biogenesis (GO:0042254),8.012760900044672e-10,1.3858434193031808e-07,0,0,3.154573847291855,66.0719673596428,RPL5;POP4;RPS15;RPS4X;FBL;RPS14;RPS16;RPS19;RPS11;RPS13;RPS12;RPS9;RPS7;IMP3;RPS8;PIH1D1;RPS5;RPS6;GTF3A;IMP4;GRWD1;GEMIN4;RPL27;RPL26;RPS19BP1;RPL11;NOL7;RPS27L;SNU13;MALSU1;EMG1;RPS15A;RPL14;METTL5;RPS27A;LYAR;NPM1;RPL35A;RPS25;RPS28;RPS27;EIF6;PIN4;PDCD2;RBIS;RSL24D1;NOP53;RPS24;RPS23
22,GO_Biological_Process_2026,Mitochondrial Translation (GO:0032543),2.9621215780695095e-09,4.900379393284558e-07,0,0,4.124606480745381,80.99638263421991,MRPS15;MRPL18;MRPS33;MRPS34;MRPL36;MRPL58;MRPL57;MRPL10;MRPL54;MRPL11;MRPL33;MRPL55;MRPL41;MRPL20;MRPL2;CHCHD1;GADD45GIP1;MRPS26;MRPS23;MRPL27;MRPL28;MRPS21;MRPL47;MRPL23;MRPS7;MRPL24;MRPL21;MRPL43;MRPS5;TUFM;MRPL52;MRPL51;AURKAIP1
23,GO_Biological_Process_2026,Ribonucleoprotein Complex Biogenesis (GO:0022613),3.938007904835573e-09,6.243383365791398e-07,0,0,3.5120402450496755,67.96707790910484,RPL5;RPS19BP1;RPL11;NOL7;SNU13;MALSU1;RPS15;RPS4X;FBL;RPS14;EMG1;RPS16;RPS15A;RPS19;RPL14;RPS11;RPS27A;RPS13;RPS12;RPS9;NPM1;RPS7;IMP3;RPS8;RPS5;RPS6;GTF3A;RPL35A;IMP4;RPS25;RPS28;RPS27;GRWD1;PDCD2;RPL26;RBIS;RSL24D1;RPS24;RPS23
4943,GO_Cellular_Component_2026,Spliceosomal snRNP Complex (GO:0097525),6.131680507350921e-08,2.2871168292418936e-06,0,0,5.215781313503831,86.61958542867238,SF3B5;SNRPN;TSSC4;SF3A2;SNU13;LSM5;LSM3;LSM2;LSM8;SNRPD2;RBMX2;SNRPD1;SNRPG;CD2BP2;SNRPE;SNRPB2;PRPF31;SNRPF;TXNL4A;SNRPC;SNRPA;SNRPB
24,GO_Biological_Process_2026,RRNA Metabolic Process (GO:0016072),6.793752556693655e-08,1.0340091391287742e-05,0,0,3.5721490573811248,58.95716744433872,TRIR;RPL5;POP4;RPL11;RPS27L;RPS15;FBL;EXOSC6;EMG1;RPS16;RPS19;RPL14;METTL5;LYAR;RPS7;IMP3;PIH1D1;RPS6;GTF3A;RPL35A;IMP4;SIRT7;RPS25;RPS28;RPS27;SLFN14;GEMIN4;RPL27;PIN4;RPL26;NOP53;RPS24
25,GO_Biological_Process_2026,ATP Biosynthetic Process (GO:0006754),7.99660440685738e-08,1.170272298772782e-05,0,0,10.26471408647141,167.74250600395317,ATP5PF;ATP5PD;ATP5MC2;ATP5MC3;NUDT2;ATP5F1D;ATP5F1E;ATP5MC1;ATP5PO;ATP5MK;ATP5MJ;ATP5MG;ATP5MF;ATP5ME
4598,KEGG_2021_Human,Retrograde endocannabinoid signaling,5.137834464676466e-07,1.1777497465181439e-05,0,0,3.2604163877359755,47.215602448288045,NDUFB9;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFA12;NDUFB11;NDUFB4;NDUFB3;NDUFB2;NDUFB1;GNAI2;GNGT1;GNGT2;NDUFV1;NDUFA9;NDUFA7;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFAB1;NDUFS3;NDUFS2
4944,GO_Cellular_Component_2026,Mitochondrial Matrix (GO:0005759),3.971316087339723e-07,1.3466371823433787e-05,0,0,2.0050951132620822,29.55309307080441,ISCA2;MRPS15;ECI1;NUDT1;NUDT2;ETFB;ALKBH7;TXN2;ABHD11;HYKK;QARS1;MTG1;FLAD1;FASTK;C1QBP;FDXR;IDH3B;UQCRFS1;NUDT13;PDK2;GLRX5;ECH1;NME4;POLRMT;REXO2;MRPL43;SIRT3;SMDT1;MRPL51;NDUFS8;TST;NDUFS7;SDHAF3;CLPP;ETHE1;SDHAF1;NDUFS3;NDUFS2;HAGH;AURKAIP1;ISCU;LIPT2;NDUFB8;ECHS1;NAXE;POLDIP2;SHMT2;MRPL18;MRPL58;MALSU1;MRPL57;HSD17B8;MRPL11;MRPL20;PRDX5;GRPEL1;BLOC1S1;RPS3;PUSL1;GADD45GIP1;NDUFA9;DNAJC19;MPST;TRMT10C;MDH2;IDH3G;MRPL28;ERAL1;ATP5F1D;ATP5F1E;SOD1;GSTZ1;NDUFAF8;NDUFAB1;ETFBKMT;PIN4;SSBP1
4945,GO_Cellular_Component_2026,Spliceosomal tri-snRNP Complex (GO:0097526),1.2010058172016509e-06,3.445962844740121e-05,0,0,6.469493844049247,88.19441198229661,SNRPN;SNU13;LSM5;LSM3;LSM2;LSM8;SNRPD2;SNRPD1;SNRPG;CD2BP2;PRPF31;SNRPE;SNRPF;TXNL4A;SNRPB
4946,GO_Cellular_Component_2026,U4/U6 X U5 tri-snRNP Complex (GO:0046540),1.2010058172016509e-06,3.445962844740121e-05,0,0,6.469493844049247,88.19441198229661,SNRPN;SNU13;LSM5;LSM3;LSM2;LSM8;SNRPD2;SNRPD1;SNRPG;CD2BP2;PRPF31;SNRPE;SNRPF;TXNL4A;SNRPB
4947,GO_Cellular_Component_2026,U4 snRNP (GO:0005687),1.5923533067848963e-06,4.2424841673626166e-05,0,0,29.261010662957812,390.64319951407293,SNRPN;SNRPD2;SNRPD1;SNRPG;PRPF31;SNRPE;SNRPF;SNRPB
26,GO_Biological_Process_2026,Spliceosomal snRNP Assembly (GO:0000387),5.837195241341532e-07,8.22612144196464e-05,0,0,4.009256507154686,57.54824741663514,SF3B5;TSSC4;SF3A2;SF3B6;SNU13;LSM5;LSM3;LSM2;COIL;LSM8;SNRPD2;SNRPD1;GEMIN4;SNRPG;CD2BP2;SNRPE;SNRPB2;PRPF31;SNRPF;TXNL4A;SNRPC;SNRPA;SNRPB;SRSF12
27,GO_Biological_Process_2026,Energy Derivation by Oxidation of Organic Compounds (GO:0015980),7.181090385988441e-07,9.75858889953072e-05,0,0,6.874273255813954,97.247899362126,COX7B;UQCRB;COX4I1;COX7A2;UQCR11;COX5B;COX6C;COX5A;COX7C;UQCRH;COX6B1;CHCHD5;UQCRQ;UQCRFS1;CYC1
28,GO_Biological_Process_2026,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),1.0019499718995733e-06,0.00013146274631303022,0,0,3.483728029146768,48.12269481064015,DMAC1;ECSIT;HIGD1B;TMEM223;STMP1;UQCRFS1;COA5;COA3;SURF1;UQCC3;NDUFC2;UQCC4;BCS1L;ATP5F1D;HIGD2A;COX7A2L;NDUFAF8;NDUFS8;NDUFS7;SDHAF3;NDUFS5;SDHAF1;TMEM126A;NDUFS3;NDUFAF3;NDUFS2;OCIAD2
4885,MSigDB_Hallmark_2020,Myc Targets V1,5.864915020779899e-06,0.00014662287551949748,0,0,2.2621551046090924,27.251102513597875,HDDC2;SLC25A3;RPL34;RPLP0;PHB2;COX5A;PSMA7;SRM;PSMD8;EEF1B2;FBL;PRDX4;SNRPD2;SNRPD1;PSMB3;C1QBP;POLD2;RACK1;RPS3;RPL14;SNRPB2;RPS2;CYC1;RPL18;TXNL4A;HNRNPA1;RPS10;H2AZ1;NPM1;RFC4;RPS5;RPL22;RPS6;MRPL23;TUFM;LSM2;APEX1;NDUFAB1;POLE3;SNRPG;PRPF31;ERH;SSBP1;PPIA;EIF3D;SNRPA
4948,GO_Cellular_Component_2026,"RNA Polymerase II, Core Complex (GO:0005665)",6.03261094311562e-06,0.00015001092545214177,0,0,13.171057513914656,158.29412419546125,POLR2C;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L
4949,GO_Cellular_Component_2026,Precatalytic Spliceosome (GO:0071011),6.619469700735647e-06,0.00015431638739839978,0,0,4.100556438791733,48.901166525291266,SF3B5;SF3A2;SNU13;LSM5;LSM3;LSM2;LSM8;SNRPD2;MFAP1;RBMX2;SNRPD1;SNRPG;SNRPE;SNRPB2;PRPF31;SNRPF;SNRNP35;TXNL4A;SNRPB
4950,GO_Cellular_Component_2026,U2-type Precatalytic Spliceosome (GO:0071005),7.765936010356418e-06,0.0001703937724625261,0,0,4.259506888832129,50.116350963476094,SF3B5;SF3A2;SNU13;LSM5;LSM3;LSM2;LSM8;SNRPD2;MFAP1;RBMX2;SNRPD1;SNRPG;SNRPE;SNRPB2;PRPF31;SNRPF;TXNL4A;SNRPB
3805,GO_Molecular_Function_2026,RRNA Binding (GO:0019843),2.2281309470484457e-07,0.0001740170269644836,0,0,6.005462167083033,91.98525898838314,RPL5;NPM1;RPS9;MRPL18;RPL12;RPL23;RPS5;RPL11;RPLP0;CIRBP;GTF3A;ERAL1;MRPS7;MRPL11;EMG1;TST;RPS3;NOP53
29,GO_Biological_Process_2026,"Mitochondrial Electron Transport, Cytochrome C to Oxygen (GO:0006123)",1.5923533067848963e-06,0.00020196347774388435,0,0,29.261010662957812,390.64319951407293,COX7B;COX4I1;COX7A2;COX5B;COX6C;COX5A;COX7C;COX6B1
4952,GO_Cellular_Component_2026,U1 snRNP (GO:0005685),1.1158828716106418e-05,0.00021906542690040495,0,0,9.149071925754061,104.32942488641923,SNRPN;SNRPD2;SNRPD1;SNRPG;SNRPB2;SNRPE;SNRPF;SNRPC;SNRPA;SNRPB
4951,GO_Cellular_Component_2026,Mitochondrial Intermembrane Space (GO:0005758),1.0890889891263266e-05,0.00021906542690040495,0,0,3.5848880597014925,40.9666091029851,COA4;TIMM8B;TIMM8A;TIMM29;NDUFB7;CMC4;COX4I1;TIMM13;CHCHD10;NME4;TIMM10;REXO2;PPOX;COX6C;COX5A;SOD1;CHCHD5;CHCHD2;HAX1;BLOC1S1;STMP1
30,GO_Biological_Process_2026,RRNA Processing (GO:0006364),4.382440598192793e-06,0.0005379092411652767,0,0,2.656889792362422,32.78045325467559,RPL5;POP4;RPL11;TSR3;NOL7;RPS27L;SNU13;RPS15;FBL;RPS14;RPL7A;TRMT112;EMG1;RPS16;RPS19;RPL14;METTL5;LYAR;RPS7;IMP3;PIH1D1;RPS6;RPL35A;IMP4;RPS25;RPS28;NSA2;RPS27;EIF6;GEMIN4;RPL27;PIN4;RPL26;NOP53;RPS24
4953,GO_Cellular_Component_2026,U2 snRNP (GO:0005686),3.746624087229451e-05,0.0006987453922682926,0,0,7.318329466357309,74.58892820834363,SF3B5;SF3A2;SNRPN;SNRPD2;RBMX2;SNRPD1;SNRPG;SNRPB2;SNRPE;SNRPB
4954,GO_Cellular_Component_2026,U5 snRNP (GO:0005682),5.21000482980752e-05,0.0009253960959610501,0,0,8.230345547309833,81.17050464100663,SNRPN;TSSC4;SNRPD2;SNRPD1;SNRPG;CD2BP2;SNRPE;TXNL4A;SNRPB
4599,KEGG_2021_Human,Systemic lupus erythematosus,4.9410618322945196e-05,0.0010517403043026905,0,0,3.3989498329279657,33.701760948553215,H2AX;H2AZ1;H2BC3;H2AC16;TNF;H2AC11;H2AC12;HLA-DMA;SNRPD1;H2AC20;H3C11;H2AC21;HLA-DPB1;H3C10;HLA-DOB;HLA-DRB1;SNRPB;H3-3B;HLA-DPA1
32,GO_Biological_Process_2026,Spliceosomal tri-snRNP Complex Assembly (GO:0000244),1.1019264372458306e-05,0.0012705545738546623,0,0,4.997568710359408,57.05157227608661,TSSC4;SNU13;LSM5;LSM3;LSM2;LSM8;SNRPD2;SNRPD1;SNRPG;CD2BP2;PRPF31;SNRPE;SNRPF;SRSF12;SNRPB
31,GO_Biological_Process_2026,Spliceosomal Conformational Changes to Generate Catalytic Conformation (GO:0000393),1.1019264372458306e-05,0.0012705545738546623,0,0,4.997568710359408,57.05157227608661,SF3B5;PDCD7;SF3B6;SNU13;XAB2;SCNM1;SNRPD2;SNRPD1;SNRPG;PRPF31;SNRPE;SNRNP25;SNRPF;SNRNP35;SNRPB
4600,KEGG_2021_Human,RNA polymerase,6.602535015484847e-05,0.001311703623076323,0,0,5.168383377503347,49.74812843328318,POLR3GL;POLR2C;POLR2E;POLR1D;POLR2F;POLR2G;POLR2H;POLR2I;POLR1H;POLR2J;POLR2K;POLR2L
33,GO_Biological_Process_2026,RNA Processing (GO:0006396),1.5565486439148945e-05,0.0017419610559106392,0,0,1.926259708816743,21.324570466349464,INTS11;POP5;RPL5;POP7;PDCD7;POP4;INTS15;RPS15;RBM3;FBL;RPS16;RPS19;SNRPD2;CLP1;SNRPD1;FASTK;MAGOH;ARL6IP4;SNRNP35;SNRPN;RPS7;IMP3;PRMT1;PIH1D1;RPS6;IMP4;SCNM1;GEMIN4;SNRPG;TUT1;RPL27;RPL26;SNRNP25;SNRPF;RPP25;SNRPB;TSEN34;RPL11;RPS27L;EXOSC6;EMG1;RPL14;METTL5;LYAR;HNRNPA0;SF3A2;TRMT10C;RBPMS;PCIF1;RPL35A;TRMT1;LSM5;LSM3;ISG20;RPS25;RPS28;RPS27;PIN4;NOP53;TRMT61A;RPS24
4955,GO_Cellular_Component_2026,U12-type Spliceosomal Complex (GO:0005689),0.00010465182374951639,0.001774324102662255,0,0,5.367564221603219,49.193037336374324,SF3B5;SNRPD2;PDCD7;SNRPD1;SF3B6;SNRPG;SNRPE;SNRNP25;SNRPF;SNRNP35;SNRPB
4601,KEGG_2021_Human,Cardiac muscle contraction,9.654471893479341e-05,0.0017981453901605273,0,0,3.66426244765007,33.87795402666878,COX7B;UQCRB;COX4I1;TNNC1;COX7A2;UQCR11;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;COX7A2L;UQCRQ;UQCRFS1;CYC1
34,GO_Biological_Process_2026,Spliceosome Conformational Change to Release U4 (Or U4atac) and U1 (Or U11) (GO:0000388),1.749468650315423e-05,0.0019019223469857668,0,0,5.129102742910274,56.18220828611331,SF3B5;PDCD7;SF3B6;SNU13;SCNM1;SNRPD2;SNRPD1;SNRPG;PRPF31;SNRPE;SNRNP25;SNRPF;SNRNP35;SNRPB
3806,GO_Molecular_Function_2026,Ubiquitin-protein Transferase Inhibitor Activity (GO:0055105),6.03261094311562e-06,0.0023557345732866494,0,0,13.171057513914656,158.29412419546125,RPS15;RPL5;RPS7;RPL23;RPL11;RPS20;PARK7;RPL37;OTUB1
35,GO_Biological_Process_2026,Ribosome Assembly (GO:0042255),2.5932298047047636e-05,0.0027408998352504515,0,0,4.884549821788315,51.58095034123791,RPL5;NPM1;RPL11;MPV17L2;RPSA;ERAL1;RPS14;RPS28;RPS19;EIF6;C1QBP;FAU;NOP53;ZNF574
4956,GO_Cellular_Component_2026,Oligosaccharyltransferase Complex A (GO:0160226),0.00018580821636592128,0.003013324552369071,0,0,14.616025937934229,125.5632900162925,OST4;KRTCAP2;TMEM258;DAD1;OSTC;DDOST
36,GO_Biological_Process_2026,7-Methylguanosine Cap Hypermethylation (GO:0036261),3.171415090274265e-05,0.003175588004866731,0,0,17.05993203583565,176.71952962243853,LSM10;SNRPD2;SNRPD1;SNRPG;SNRPE;SNRPF;SNRPB
37,GO_Biological_Process_2026,RNA Capping (GO:0036260),3.171415090274265e-05,0.003175588004866731,0,0,17.05993203583565,176.71952962243853,LSM10;SNRPD2;SNRPD1;SNRPG;SNRPE;SNRPF;SNRPB
4957,GO_Cellular_Component_2026,Vesicle (GO:0031982),0.00020999036689775397,0.0032636002855359262,0,0,2.04006190824265,17.276160023226783,CETP;CD81;GSTP1;CIB1;GNAI2;STX10;CST3;DPP7;UBB;UBC;MVB12A;EPS8L2;CTSF;RPS27A;CLIC1;EDIL3;RAB4A;NHERF1;ARRDC1;ANXA10;TUBB4B;WDR54;VAMP8;MYL6;BIN1;GIPC1;DGKQ;RAB34;ACRV1;TAGLN2;MAN1B1;CALM1;TKT;UBA52;PPIA;VAMP2;CAPS;HSPA1A
4958,GO_Cellular_Component_2026,Cell-substrate Junction (GO:0030055),0.0002713471795565435,0.0040484999189836285,0,0,1.7149643705463182,14.083478546492579,RPL4;RPL5;RPL30;RPL31;CD81;RPLP1;TGFB1I1;RPLP0;ARPC5L;HSPB1;RPL8;RPL10A;RPL9;ACTG1;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS19;RPS18;BSG;RAC2;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;MAP2K2;RPS7;RPS8;RPL23;RPS5;RPL22;RHOG;RPL13A;RPL37A;RPL27;PPIA;ARF6;COL17A1;FBLN7;RPL12;NEXN;CORO1B;CNN2;RRAS;TSPAN9;PCBP2;RPS3;RPS2;RPL18;RPL19;NPM1;NHERF2;RPS29;VIM;LIMS2;HSPA1A
4886,MSigDB_Hallmark_2020,DNA Repair,0.00024422627663260636,0.004070437943876773,0,0,2.177145734576583,18.10822545897913,SNAPC5;NT5C;CLP1;GUK1;MPC2;POLR2C;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;SAC3D1;POLR2K;SURF1;RFC4;TAF12;POLR3GL;PDE6G;TAF10;NME3;NME4;EDF1;GTF2H5;RBX1;APRT;POLE4;RAD52;DAD1;POLR1D;VPS28;ITPA
4960,GO_Cellular_Component_2026,Focal Adhesion (GO:0005925),0.00033963449779251186,0.004691987691726182,0,0,1.705740833845409,13.624844609708362,RPL4;RPL5;RPL30;RPL31;CD81;RPLP1;TGFB1I1;RPLP0;ARPC5L;HSPB1;RPL8;RPL10A;RPL9;ACTG1;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS19;RPS18;BSG;RAC2;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;MAP2K2;RPS7;RPS8;RPL23;RPS5;RPL22;RHOG;RPL13A;RPL37A;RPL27;PPIA;ARF6;FBLN7;RPL12;NEXN;CORO1B;CNN2;RRAS;TSPAN9;PCBP2;RPS3;RPS2;RPL18;RPL19;NPM1;NHERF2;RPS29;VIM;LIMS2;HSPA1A
4959,GO_Cellular_Component_2026,Intracellular Organelle Lumen (GO:0070013),0.00033515053641363686,0.004691987691726182,0,0,1.4567443971821987,11.655311063637106,ISCA2;TOR2A;GMFG;ECI1;NUDT1;NUDT2;ALKBH7;APEH;SRP14;TXN2;HYKK;LGALS1;ABHD11;FLAD1;FDXR;NUDT13;PDK2;MEN1;ARSA;ECH1;SHISA5;CNPY3;POLRMT;SELENOM;ETHE1;CLPP;CSNK2B;ERP29;SPARCL1;AURKAIP1;PPIA;ISCU;COL17A1;CFD;LIPT2;SHMT2;PROZ;A1BG;CNN2;PRDX5;PRDX4;GRPEL1;BLOC1S1;PUSL1;GSDMD;MPST;ERAL1;EEF2;MANF;NDUFAF8;PIN4;MRPS15;PODXL2;PRKCSH;C1ORF35;DBI;ETFB;MYDGF;QARS1;MTG1;FASTK;C1QBP;MUC12;IDH3B;UQCRFS1;GUSB;DYNLT1;GLRX5;COMMD3;NME4;F2;REXO2;SIRT3;SMDT1;NDUFS8;NDUFS7;TST;SDHAF3;SDHAF1;MZB1;NDUFS3;NDUFS2;HAGH;NDUFB8;ECHS1;ITIH2;NAXE;POLDIP2;GSTP1;MRPL58;MALSU1;HSD17B8;FSTL3;CST3;GPC1;PSMB1;RPS3;MUC6;GADD45GIP1;NDUFA9;TRMT10C;MDH2;IDH3G;LAMB1;ATP5F1D;ATP5F1E;SOD1;GSTZ1;PSMC3;IMPDH1;NDUFAB1;ETFBKMT;SSBP1;HSPA1A
4961,GO_Cellular_Component_2026,U2-type Spliceosomal Complex (GO:0005684),0.00038995877315841737,0.005194807942431774,0,0,2.481181688361619,19.475960071804156,SF3B5;SNRPN;SF3A2;CCDC12;SF3B6;SNU13;LSM5;LSM3;LSM2;LSM8;XAB2;SNRPD2;MFAP1;RBMX2;SNRPD1;SYF2;SNRPG;SNRPE;SNRPB2;PRPF31;SNRPF;TXNL4A;SNRPB
4962,GO_Cellular_Component_2026,U7 snRNP (GO:0005683),0.00043272463413419904,0.005565734087312284,0,0,18.26273148148148,141.45232443690264,LSM10;SNRPG;SNRPE;SNRPF;SNRPB
39,GO_Biological_Process_2026,U2-type Prespliceosome Assembly (GO:1903241),6.773796561112173e-05,0.006290406826697116,0,0,5.751326435866826,55.21195012778254,SF3B5;SF3A2;SNRPD2;RBMX2;SNRPD1;SF3B6;SNRPG;SNRPB2;SNRPE;SNRPF;SNRPB
40,GO_Biological_Process_2026,Formation of Cytoplasmic Translation Initiation Complex (GO:0001732),6.778099340199257e-05,0.006290406826697116,0,0,9.751197651058568,93.60397669877695,EIF3M;EIF3K;EIF3L;EIF3G;EIF3H;EIF3E;EIF3F;EIF3D
38,GO_Biological_Process_2026,Protein Insertion Into Mitochondrial Membrane (GO:0051204),6.773796561112173e-05,0.006290406826697116,0,0,5.751326435866826,55.21195012778254,TIMM8B;MOAP1;TIMM8A;TIMM29;TIMM13;TOMM7;TIMM22;TIMM10;TOMM20;TOMM5;TOMM22
