Gene_set,Term,P-value,Adjusted P-value,P-value (naive),Adjusted P-value (naive),Odds Ratio,numDEInCat,numInCat,classification,Genes,cluster_id,cluster_size,cluster_members,core_genes,n_core_genes,common_genes,n_common_genes,union_genes,n_union_genes
GO_Cellular_Component_2026,Mitochondrial Inner Membrane (GO:0005743),2.5455922659082398e-48,1.2982520556132023e-45,5.64442397050056e-48,2.878656224955286e-45,5.13914355400612,216,389,GC-robust,ATAD3A;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MJ;ATP5MK;ATP5PB;ATP5PD;ATP5PF;ATP5PO;AURKAIP1;BCS1L;BOK;CCDC51;CHCHD1;CIBAR1;COA3;COA5;COA8;COQ4;COQ5;COQ7;COX14;COX4I1;COX5A;COX5B;COX6A1;COX6B1;COX6C;COX7A2;COX7A2L;COX7B;COX7C;COX8A;CYC1;CYCS;DMAC1;DNAJC19;DNAJC30;ECSIT;FOXRED1;GADD45GIP1;GRPEL1;HIGD1A;IFI6;KGD4;LDHB;LGALS3;MCUR1;MICOS10;MICOS13;MPC2;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL4;MRPL40;MRPL41;MRPL43;MRPL44;MRPL45;MRPL47;MRPL49;MRPL50;MRPL51;MRPL52;MRPL54;MRPL55;MRPL57;MRPL58;MRPL9;MRPS10;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18B;MRPS18C;MRPS2;MRPS21;MRPS23;MRPS26;MRPS28;MRPS30;MRPS33;MRPS34;MRPS35;MRPS7;MTFP1;MTG1;MTLN;NDUFA1;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFAF1;NDUFAF3;NDUFAF4;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFS2;NDUFS3;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NME4;OCIAD2;OXA1L;PARL;PET100;PHB2;PPOX;RDH13;ROMO1;SCO1;SDHB;SDHC;SDHD;SFXN4;SHMT2;SLC25A1;SLC25A10;SLC25A11;SLC25A22;SLC25A3;SLC25A38;SLC25A39;SLC25A4;SLC25A42;SLC25A45;SLC25A5;SMDT1;SMIM20;SQOR;STMP1;STOML2;SURF1;TAFAZZIN;TIMM10;TIMM10B;TIMM13;TIMM17A;TIMM17B;TIMM22;TIMM29;TIMM50;TIMM9;TMEM11;TMEM126A;TMEM126B;TMEM177;TMEM223;TMEM70;TOMM40;UCP2;UQCC2;UQCC3;UQCC4;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRFS1;UQCRH;UQCRQ,1,22,"Mitochondrial Inner Membrane (GO:0005743);Mitochondrial Membrane (GO:0031966);Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775);Aerobic Electron Transport Chain (GO:0019646);Proton Motive Force-Driven ATP Synthesis (GO:0015986);Cellular Respiration (GO:0045333);Oxidative Phosphorylation (GO:0006119);Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776);Mitochondrial Gene Expression (GO:0140053);Mitochondrial Translation (GO:0032543);Mitochondrial Electron Transport, NADH to Ubiquinone (GO:0006120);Aerobic Respiration (GO:0009060);Mitochondrial Respiratory Chain Complex Assembly (GO:0033108);Mitochondrial Ribosome (GO:0005761);Mitochondrial Electron Transport, Cytochrome C to Oxygen (GO:0006123);Energy Derivation by Oxidation of Organic Compounds (GO:0015980);ATP Biosynthetic Process (GO:0006754);Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981);NADH Dehydrogenase Complex Assembly (GO:0010257);Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039);Protein Insertion Into Mitochondrial Membrane (GO:0051204);Mitochondrial Electron Transport, Ubiquinol to Cytochrome C (GO:0006122)",,0,NDUFA13;NDUFA6;NDUFC2;NDUFS2;NDUFS3;NDUFS5;NDUFS7;NDUFS8,8,ACADVL;ATAD3A;ATP23;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MJ;ATP5MK;ATP5PB;ATP5PD;ATP5PF;ATP5PO;AURKAIP1;BAD;BAK1;BAX;BBC3;BCS1L;BLOC1S1;BOK;CCDC127;CCDC51;CHCHD1;CHCHD5;CIBAR1;CISD1;COA3;COA5;COA6;COA8;COASY;COQ4;COQ5;COQ7;COX14;COX17;COX4I1;COX5A;COX5B;COX6A1;COX6B1;COX6C;COX7A2;COX7A2L;COX7B;COX7C;COX8A;CSKMT;CYB5A;CYB5R3;CYC1;CYCS;DARS2;DMAC1;DMAC2;DNAJC19;DNAJC30;ECSIT;ENO1;ETFB;FASTK;FIS1;FMC1;FOXRED1;FUNDC1;FUNDC2;FXN;GADD45GIP1;GAPDH;GPAT2;GPI;GRPEL1;GSDMD;HAX1;HIGD1A;HIGD1B;HIGD2A;HINT2;IDH2;IDH3B;IDH3G;IFI27L1;IFI27L2;IFI6;KGD4;LDHA;LDHB;LGALS3;LYRM2;MCUR1;MDH2;MFF;MGST3;MICOS10;MICOS13;MIEF2;MOAP1;MPC2;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL4;MRPL40;MRPL41;MRPL43;MRPL44;MRPL45;MRPL47;MRPL49;MRPL50;MRPL51;MRPL52;MRPL54;MRPL55;MRPL57;MRPL58;MRPL9;MRPS10;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18B;MRPS18C;MRPS2;MRPS21;MRPS23;MRPS26;MRPS28;MRPS30;MRPS33;MRPS34;MRPS35;MRPS7;MTFP1;MTFR1L;MTG1;MTLN;NDUFA1;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFAF1;NDUFAF3;NDUFAF4;NDUFAF8;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFS2;NDUFS3;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NME3;NME4;NUDT2;OCIAD2;OXA1L;PARL;PET100;PET117;PGAM5;PGRMC1;PHB2;PKM;PLD6;POLRMT;PPOX;QTRT1;RAC2;RDH13;RHOT2;ROMO1;SCO1;SDHAF1;SDHAF2;SDHAF3;SDHB;SDHC;SDHD;SFXN4;SHMT2;SIRT3;SLC25A1;SLC25A10;SLC25A11;SLC25A22;SLC25A28;SLC25A3;SLC25A38;SLC25A39;SLC25A4;SLC25A42;SLC25A45;SLC25A5;SLC44A2;SMDT1;SMIM20;SMIM26;SMIM30;SQOR;STAR;STING1;STMP1;STOML2;SURF1;TAFAZZIN;TFB2M;TIMM10;TIMM10B;TIMM13;TIMM17A;TIMM17B;TIMM22;TIMM29;TIMM50;TIMM8A;TIMM8B;TIMM9;TMEM11;TMEM126A;TMEM126B;TMEM14A;TMEM14B;TMEM14C;TMEM177;TMEM223;TMEM70;TOMM20;TOMM22;TOMM40;TOMM5;TOMM7;TPI1;TSPO;TUFM;UBA52;UBB;UBC;UCP2;UQCC2;UQCC3;UQCC4;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRFS1;UQCRH;UQCRQ;VAT1;VDAC1;VDAC2;VDAC3,305
GO_Biological_Process_2026,Translation (GO:0006412),1.1645352959286e-37,6.921997798999598e-34,3.1152474105034404e-35,1.8517030608032449e-31,6.439216161249136,130,212,GC-robust,AARS1;AIMP1;APEH;AURKAIP1;CHCHD1;DHPS;DRG1;EEF1A1;EEF1A2;EEF1B2;EEF1D;EEF1E1;EEF2;EIF5A;FAU;GADD45GIP1;GSPT2;LAGE3;MARS2;MRPL10;MRPL11;MRPL12;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL4;MRPL40;MRPL41;MRPL43;MRPL44;MRPL45;MRPL47;MRPL49;MRPL50;MRPL51;MRPL52;MRPL54;MRPL55;MRPL57;MRPL58;MRPL9;MRPS10;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18B;MRPS18C;MRPS2;MRPS21;MRPS23;MRPS26;MRPS28;MRPS30;MRPS33;MRPS34;MRPS35;MRPS7;NACA;OXA1L;QARS1;RACK1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL22;RPL22L1;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL39L;RPL4;RPL41;RPL5;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RWDD1;TP53RK;TPRKB;TUFM;UBA52,2,16,Translation (GO:0006412);Large Ribosomal Subunit (GO:0015934);Cytosolic Large Ribosomal Subunit (GO:0022625);Protein Biosynthetic Process (GO:0160307);Cytoplasmic Translation (GO:0002181);Negative Regulation of Myoblast Fusion (GO:1901740);Negative Regulation of Syncytium Formation by Plasma Membrane Fusion (GO:0034242);Macromolecule Biosynthetic Process (GO:0009059);Regulation of Myoblast Fusion (GO:1901739);Mitochondrial Gene Expression (GO:0140053);Mitochondrial Translation (GO:0032543);Protein Metabolic Process (GO:0019538);Striated Muscle Contraction (GO:0006941);Muscle Contraction (GO:0006936);Mitochondrial Ribosome (GO:0005761);Ribosome (GO:0005840),,0,MRPS12;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;UBA52,42,AARS1;ACAN;ACE;ACHE;ADAM8;AIMP1;AIP;AKT2;ALG3;APEH;APEX1;APH1A;ARAF;AURKAIP1;B3GALT2;B4GALT7;BOLA3;C2;CALR;CAMP;CAPN1;CAPN10;CAPN15;CAPNS1;CASP4;CASP6;CCS;CDC34;CELA1;CELA2B;CFD;CHCHD1;CHRNB1;CHRNB2;CIAO1;CIAO2A;CIAO2B;CISD1;CISD3;CLN5;CLPP;CPB2;CPNE1;CTSA;CTSD;CTSF;CTSL;CTSW;CTSZ;DAD1;DDOST;DHPS;DPP3;DPP7;DRG1;EEF1A1;EEF1A2;EEF1B2;EEF1D;EEF1E1;EEF2;EIF2S3;EIF3I;EIF3M;EIF5A;EMD;ERVH48-1;F12;F2;FASTK;FAU;FBXL2;FBXL6;FBXO2;FDXR;FKBP1A;FKBP1B;FURIN;FUT2;FUT7;FXN;GADD45GIP1;GAL3ST4;GALR2;GAMT;GLRA1;GLRX5;GMPPB;GOLPH3;GRK2;GSPT2;GZMA;GZMB;GZMH;GZMM;HAS3;HSP90AA1;ISCA1;ISCA2;KCNH2;KCNJ1;LAGE3;LDLRAP1;LIPT1;LMF2;LMOD2;LMOD3;LONP1;MARS2;MCRS1;MGAT4B;MMP11;MRPL10;MRPL11;MRPL12;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL4;MRPL40;MRPL41;MRPL43;MRPL44;MRPL45;MRPL47;MRPL49;MRPL50;MRPL51;MRPL52;MRPL54;MRPL55;MRPL57;MRPL58;MRPL9;MRPS10;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18B;MRPS18C;MRPS2;MRPS21;MRPS23;MRPS26;MRPS28;MRPS30;MRPS33;MRPS34;MRPS35;MRPS7;MSRB1;MSRB2;MTG1;MYL11;MYL6;MYL6B;NAA10;NAALAD2;NACA;NAPSA;NEDD8;NFU1;NPEPL1;NSG1;OXA1L;PAPPA;PARK7;PARL;PARP1;POLRMT;PPT1;PROZ;PRPH2;PRSS21;PRSS57;PSENEN;PSMB1;PSMB5;PSMC4;QARS1;RABGGTA;RACK1;RBM3;RNF5;RNPEPL1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL22;RPL22L1;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL39L;RPL4;RPL41;RPL5;RPL7;RPL7A;RPL7L1;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPN2;RWDD1;SCGB3A1;SEC11A;SEC11C;SEPHS1;SERP1;SNTA1;SPCS1;SPCS2;SPCS3;SVBP;TFB2M;TMEM59;TNNC1;TNNI2;TP53RK;TPRKB;TUFM;UBA52;UBAC1;UBE2D2;UBE2I;UBE2L3;UBE2L6;UBE2M;UBE2S;UBL4A;UBL5;UCHL3;USE1,281
