"category","over_represented_pvalue_wal","numDEInCat","numInCat","over_represented_pvalue_naive","db","padj_wal","padj_naive","classification"
"GO_Biological_Process_2026::Purine Nucleobase Metabolic Process (GO:0006144)",0.132090992918697,3,7,0.175324416807688,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Phosphatase Inhibitor Activity (GO:0019212)",0.132129394939464,9,29,0.153550127947432,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::RRNA 2'-O-methylation (GO:0000451)",0.132644388461921,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Opioid Receptor Binding (GO:0031628)",0.132762861409229,2,3,0.119106398107552,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Alkylation (GO:0008213)",0.133075561896468,5,14,0.164826509344348,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Palmitoyltransferase Complex (GO:0002178)",0.133495624268094,4,11,0.196561457029878,"GO_Cellular_Component_2026",0.773667822462818,0.919691220965483,"n.s."
"GO_Molecular_Function_2026::Ligand-gated Monoatomic Ion Channel Activity (GO:0015276)",0.134331589141215,7,19,0.0939923482312821,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Transferase Activity (GO:0051338)",0.134768233353354,7,21,0.146773534884823,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Heart Contraction (GO:0045822)",0.135000977409671,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Leukocyte Chemotaxis (GO:0002690)",0.135091135348484,13,43,0.116446114277477,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Lysosome Localization (GO:0032418)",0.135116522847649,13,43,0.116446114277477,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Calcium Channel Inhibitor Activity (GO:0019855)",0.135141416971344,4,10,0.149311078964126,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Spindle Assembly (GO:0090169)",0.135334018876602,10,34,0.179212014382857,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903320)",0.135378179078062,9,29,0.153550127947432,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Hyalurononglucosaminidase Activity (GO:0004415)",0.135783653370661,3,6,0.118554405073627,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Alcohol Dehydrogenase (NAD+) Activity (GO:0004022)",0.136187557855413,5,13,0.127505946540061,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protoporphyrinogen IX Metabolic Process (GO:0046501)",0.136208786609281,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of DNA Strand Elongation (GO:0060382)",0.136510181746612,6,17,0.139507834647306,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::3'-5'-DNA Exonuclease Activity (GO:0008296)",0.136727206835326,6,17,0.139507834647306,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Amino Acid Metabolic Process (GO:0006520)",0.136771929451769,7,20,0.118874332314874,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Ion Channel Inhibitor Activity (GO:0008200)",0.137179601082557,11,37,0.154893083092651,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Type B Pancreatic Cell Proliferation (GO:0044342)",0.137227806878247,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Mitochondrial Membrane Permeability (GO:0035794)",0.137905949243668,4,9,0.107167159106884,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Spermidine Metabolic Process (GO:0008216)",0.138440608203278,4,9,0.107167159106884,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Testosterone Biosynthetic Process (GO:2000224)",0.139176048762646,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::ATPase Regulator Activity (GO:0060590)",0.139256767643739,6,17,0.139507834647306,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Riboflavin Transport (GO:0032218)",0.1399303283118,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Disordered Domain Specific Binding (GO:0097718)",0.140614742318086,6,17,0.139507834647306,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Leukocyte Proliferation (GO:0070663)",0.140867222778926,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Amino Acid (GO:0043200)",0.14109920582234,11,36,0.133463496533049,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::DNA-templated Transcription (GO:0006351)",0.14114147208045,49,197,0.1444358610773,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Olfactory Receptor Activity (GO:0004984)",0.14147623246027,4,11,0.196561457029878,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Hormone Catabolic Process (GO:0042447)",0.141582965682234,3,7,0.175324416807688,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Epithelial Cell Differentiation (GO:0030858)",0.142321271061467,5,13,0.127505946540061,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Memory T Cell Differentiation (GO:0043382)",0.142374842722115,3,7,0.175324416807688,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Memory T Cell Differentiation (GO:0043380)",0.142374842722115,3,7,0.175324416807688,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Interleukin-8 Production (GO:0032757)",0.142680783243206,15,52,0.133210385727179,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Anaphase-promoting Complex-Dependent Catabolic Process (GO:0031145)",0.142998886591106,7,21,0.146773534884823,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Coated Vesicle Membrane (GO:0030662)",0.1431180966624,15,53,0.150675483272567,"GO_Cellular_Component_2026",0.819660347763836,0.848244953271955,"n.s."
"GO_Molecular_Function_2026::Hydrolase Act, Acting on Carbon-Nitrogen (But Not Peptide) Bonds, in Cyclic Amidines (GO:0016814)",0.143348681868025,6,17,0.139507834647306,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Sulfur Amino Acid Metabolic Process (GO:0000096)",0.143552051023637,5,13,0.127505946540061,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cholesterol Transport (GO:0032374)",0.143695828943727,7,20,0.118874332314874,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Transcription Initiation at RNA Polymerase III Promoter (GO:0006384)",0.143863016332931,8,25,0.151117187945131,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Peptidase Activity (GO:0010952)",0.144247859468983,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of T-helper 17 Type Immune Response (GO:2000317)",0.144533427021764,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of T-helper Cell Differentiation (GO:0045623)",0.145455639064013,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Small Nucleolar Ribonucleoprotein Complex Assembly (GO:0000491)",0.145607517597278,4,11,0.196561457029878,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Reg of T Cell Act via T Cell Rec Contact With Antigen Bound to MHC Mol on Antigen Presenting Cell (GO:2001188)",0.145703151150928,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Gemini of Cajal Bodies (GO:0097504)",0.145734493246675,3,7,0.175324416807688,"GO_Cellular_Component_2026",0.819660347763836,0.859763967037702,"n.s."
"GO_Biological_Process_2026::Transcription Initiation at RNA Polymerase II Promoter (GO:0006367)",0.14584972731744,36,141,0.145228768642904,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Striated Muscle Tissue Development (GO:0014706)",0.146078204444956,7,22,0.177429529438633,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Localization to Endoplasmic Reticulum (GO:0070972)",0.146105272700082,6,18,0.17311060653994,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Shelterin Complex (GO:0070187)",0.146253120875508,3,7,0.175324416807688,"GO_Cellular_Component_2026",0.819660347763836,0.859763967037702,"n.s."
"GO_Molecular_Function_2026::Histone Deacetylase Activity, NAD-dependent (GO:0017136)",0.146529812757255,3,6,0.118554405073627,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Respiratory Burst Involved in Inflammatory Response (GO:0060264)",0.146702860532381,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Response to Endoplasmic Reticulum Stress (GO:1905898)",0.146945471150513,9,28,0.129337731760965,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Acid Chemical (GO:0071229)",0.147090061505076,11,36,0.133463496533049,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitotic Nuclear Membrane Organization (GO:0101024)",0.14720433920959,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitotic Nuclear Membrane Reassembly (GO:0007084)",0.14720433920959,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Protein Serine/Threonine Kinase Inhibitor Activity (GO:0030291)",0.147288577327818,15,50,0.101924369271638,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Vitamin (GO:0033273)",0.147336682806431,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Biogenic Amine Biosynthetic Process (GO:0042401)",0.147667450016302,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Ubiquitination (GO:0031397)",0.147729696402804,14,49,0.152229356748939,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::GDP-mannose Biosynthetic Process (GO:0009298)",0.148150915860987,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of DNA-templated DNA Replication (GO:0090329)",0.148267362245031,8,26,0.179369414693761,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein K27-linked Ubiquitination (GO:0044314)",0.148639967125915,5,13,0.127505946540061,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:1902254)",0.148655594586049,6,18,0.17311060653994,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)",0.148788276556151,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Steroid Metabolic Process (GO:0045939)",0.149024307353762,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::IgG Binding (GO:0019864)",0.149041680196626,3,6,0.118554405073627,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Mitotic Spindle Organization (GO:0060236)",0.149065729441184,12,43,0.199325026674211,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Maturation of SSU-rRNA Fm Tricistronic rRNA Trans (GO:0000462)",0.149267658974466,8,25,0.151117187945131,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Determination of Left/Right Asymmetry in Lateral Mesoderm (GO:0003140)",0.149483342325911,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Lateral Mesoderm Development (GO:0048368)",0.149483342325911,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Intraciliary Retrograde Transport (GO:0035721)",0.14986932244363,7,22,0.177429529438633,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Systemic Arterial Blood Pressure by Renin-Angiotensin (GO:0003081)",0.150128778449226,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::UV Protection (GO:0009650)",0.15032916940587,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Natural Killer Cell Mediated Cytotoxicity (GO:0042267)",0.150415817648364,9,29,0.153550127947432,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Renal Absorption (GO:0070293)",0.151062870777234,6,16,0.109286208318078,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::SiRNA Processing (GO:0030422)",0.15151462603715,3,7,0.175324416807688,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Transcription Factor TFTC Complex (GO:0033276)",0.151543130443317,5,14,0.164826509344348,"GO_Cellular_Component_2026",0.840076049196648,0.859763967037702,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Protein Targeting to Membrane (GO:0090314)",0.151822572651831,7,20,0.118874332314874,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein K11-linked Ubiquitination (GO:0070979)",0.151975329186034,11,38,0.177943103935233,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nuclear-transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",0.152261935174881,12,42,0.17619602786582,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Fibroblast Growth Factor Stimulus (GO:0044344)",0.152575101072498,11,38,0.177943103935233,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Male Gonad Development (GO:2000018)",0.152592487311673,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Double-Strand Break Repair via Homologous Recombination (GO:1905168)",0.1531740267049,12,43,0.199325026674211,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Phospholipid Transport (GO:2001140)",0.15420696724514,4,9,0.107167159106884,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Acetylcholine Binding (GO:0042166)",0.154322223779235,3,6,0.118554405073627,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)",0.154692092051021,9,27,0.107303753152132,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979)",0.154976047607127,5,14,0.164826509344348,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Oxidoreductase Act, Resulting in the Red of Mol Oxygen to Two Molecules of Water (GO:0016717)",0.155071478180611,3,6,0.118554405073627,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Transcription Pausing by RNA Polymerase II (GO:0160239)",0.155094602178323,3,6,0.118554405073627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Rough Endoplasmic Reticulum (GO:0005791)",0.155297931748263,7,21,0.146773534884823,"GO_Cellular_Component_2026",0.847037990968793,0.848244953271955,"n.s."
"GO_Molecular_Function_2026::N-acetyltransferase Activity (GO:0008080)",0.155809723851734,5,14,0.164826509344348,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Calcium Ion Transmembrane Transport (GO:1904427)",0.156057428660897,9,30,0.179793766326092,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Muscle Myosin Complex (GO:0005859)",0.156120727747189,3,6,0.118554405073627,"GO_Cellular_Component_2026",0.847037990968793,0.737350568140854,"n.s."
"GO_Biological_Process_2026::Neutrophil Activation Involved in Immune Response (GO:0002283)",0.156204883354403,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Chondroitin Sulfate Proteoglycan Metabolic Process (GO:0050654)",0.156380142257485,9,27,0.107303753152132,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Stabilization (GO:0050821)",0.156615230699334,50,202,0.150292840140304,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Nucleoside Diphosphate Kinase Activity (GO:0004550)",0.156823628096035,5,14,0.164826509344348,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Growth (GO:0045927)",0.156968865180247,18,67,0.178534200673212,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of DNA Recombination (GO:0045910)",0.157941642912212,11,39,0.202496253496112,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of T Cell Apoptotic Process (GO:0070232)",0.158009449530827,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Establishment of Protein Localization (GO:1904951)",0.158100117853235,9,29,0.153550127947432,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nucleotide Metabolic Process (GO:0009117)",0.158298004179107,5,14,0.164826509344348,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Coenzyme A Biosynthetic Process (GO:0015937)",0.158563194334593,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Amyloid Fibril Formation (GO:1905907)",0.158917017025719,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::All-trans-retinol Dehydrogenase (NAD+) Activity (GO:0004745)",0.159302275595817,4,10,0.149311078964126,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Morphogenesis of an Epithelium (GO:0002009)",0.159599859039303,7,21,0.146773534884823,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051281)",0.160298059764985,6,18,0.17311060653994,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Lymphocyte Migration (GO:2000403)",0.160494354067791,6,17,0.139507834647306,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::ATPase Activity, Coupled to Transmembrane Movement of Ions, Rotational Mechanism (GO:0044769)",0.160756007690024,6,17,0.139507834647306,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Proton-transporting ATPase Activity, Rotational Mechanism (GO:0046961)",0.160756007690024,6,17,0.139507834647306,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Dermatan Sulfate Proteoglycan Biosynthetic Process (GO:0050651)",0.160760819974991,5,13,0.127505946540061,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Lipid Transport (GO:0006869)",0.160961725861291,25,96,0.169305772751561,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Azurophil Granule Membrane (GO:0035577)",0.160989653995142,15,54,0.169306042563677,"GO_Cellular_Component_2026",0.864260247763391,0.859763967037702,"n.s."
"GO_Biological_Process_2026::Cellular Response to Interleukin-15 (GO:0071350)",0.16194359423675,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Interleukin-15-mediated Signaling Pathway (GO:0035723)",0.16194359423675,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Type II Interferon Production (GO:0032649)",0.162481126795883,25,95,0.155435972747863,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Protein Tyrosine Kinase Activity (GO:0061097)",0.162511822756865,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Respiratory Electron Transport Chain (GO:0022904)",0.162937555621703,4,11,0.196561457029878,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Estrogen Metabolic Process (GO:0008210)",0.163441885474538,4,10,0.149311078964126,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Cellular Component Biogenesis (GO:0044089)",0.163671427376716,21,78,0.153043092869796,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cellular Component Size (GO:0032535)",0.164182363588659,11,36,0.133463496533049,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::DNA Endonuclease Activity, Producing 3'-Phosphomonoesters (GO:0016889)",0.16545672848834,3,7,0.175324416807688,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Immune System Process (GO:0002684)",0.165985795758844,11,36,0.133463496533049,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Protein Import Into Nucleus (GO:0042306)",0.166237061744607,11,37,0.154893083092651,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Carbohydrate Metabolic Process (GO:0005975)",0.166649398481607,19,69,0.142917971939627,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Methylation (GO:0006479)",0.166758979080448,5,15,0.205832810634706,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Transcription Initiation by RNA Polymerase II (GO:0060633)",0.1668097075048,5,14,0.164826509344348,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Phosphatidic Acid Transfer Activity (GO:1990050)",0.167008533469331,3,7,0.175324416807688,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Middle Ear Morphogenesis (GO:0042474)",0.167480758600237,2,3,0.119106398107552,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Peptidyl-lysine Monomethylation (GO:0018026)",0.167497437321591,3,7,0.175324416807688,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Protein Targeting to Membrane (GO:0090313)",0.167740828668148,8,24,0.125200255049052,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::UDP-galactosyltransferase Activity (GO:0035250)",0.167770484188166,5,15,0.205832810634706,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Late Endosome Membrane (GO:0031902)",0.167831435529285,26,99,0.152370110713555,"GO_Cellular_Component_2026",0.884070993657864,0.848244953271955,"n.s."
"GO_Biological_Process_2026::Progesterone Metabolic Process (GO:0042448)",0.167906380676743,3,7,0.175324416807688,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Ruffle Assembly (GO:1900027)",0.167908086898506,7,21,0.146773534884823,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Glycoside Metabolic Process (GO:0016137)",0.168334821966857,5,14,0.164826509344348,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)",0.168586993637036,7,21,0.146773534884823,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Ubiquitin-specific Protease Binding (GO:1990381)",0.169034272547367,6,18,0.17311060653994,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Toll-Like Receptor Signaling Pathway (GO:0034121)",0.169199560770094,8,25,0.151117187945131,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Pyridoxal Phosphate Binding (GO:0030170)",0.169311620240671,5,14,0.164826509344348,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Cellular_Component_2026::SAGA Complex (GO:0000124)",0.169474383092328,6,18,0.17311060653994,"GO_Cellular_Component_2026",0.884070993657864,0.859763967037702,"n.s."
"GO_Biological_Process_2026::DNA-templated Transcription Initiation (GO:0006352)",0.169554068522958,24,93,0.187959844777171,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Modification-dependent Protein Catabolic Process (GO:0019941)",0.16975093602227,50,206,0.188759756371281,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Natural Killer Cell Activation (GO:0032814)",0.169779873188414,6,20,0.248520608664084,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Post-mRNA Release Spliceosomal Complex (GO:0071014)",0.169880308585237,4,11,0.196561457029878,"GO_Cellular_Component_2026",0.884070993657864,0.919691220965483,"n.s."
"GO_Biological_Process_2026::Nuclear mRNA Surveillance (GO:0071028)",0.169988028486402,4,11,0.196561457029878,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Lamellipodium Assembly (GO:0010592)",0.170052724699138,7,22,0.177429529438633,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of T-helper 1 Type Immune Response (GO:0002826)",0.170684511291568,4,11,0.196561457029878,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitotic Metaphase Chromosome Alignment (GO:0007080)",0.170699915045829,15,59,0.277641725684666,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Voltage-gated Channel Activity (GO:0022832)",0.1707321190742,3,7,0.175324416807688,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Renal System Development (GO:0072001)",0.172205944276492,9,31,0.207881774613681,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Core Promoter Sequence-Specific DNA Binding (GO:0001046)",0.17240713335935,11,37,0.154893083092651,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Release of Cytochrome C From Mitochondria (GO:0090199)",0.17272453100981,12,40,0.134171165079674,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Calcium-dependent Cysteine-Type Endopeptidase Activity (GO:0004198)",0.172899525930005,4,9,0.107167159106884,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::L-glutamine Import Across Plasma Membrane (GO:1903803)",0.172912306053972,2,4,0.204750222956061,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Sodium Channel Regulator Activity (GO:0017080)",0.173045952210476,9,30,0.179793766326092,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Skeletal Muscle Fiber Development (GO:0048743)",0.173191704343748,1,1,0.215326204865954,"GO_Biological_Process_2026",1,1,"n.s."
