"category","over_represented_pvalue_wal","numDEInCat","numInCat","over_represented_pvalue_naive","db","padj_wal","padj_naive","classification"
"GO_Biological_Process_2026::Negative Regulation of MAP Kinase Activity (GO:0043407)",0.189875449758197,6,16,0.106772532673388,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)",0.190068137427334,5,24,0.607029848416414,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::His-Purkinje System Development (GO:0003164)",0.190168549038878,2,3,0.117804944561172,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Neutrophil Degranulation (GO:0043312)",0.190543453210449,2,4,0.202705799885643,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::RNA Methylation (GO:0001510)",0.191068973929409,17,52,0.0390811731676466,"GO_Biological_Process_2026",1,0.900795141760634,"n.s."
"GO_Biological_Process_2026::Retinal Ganglion Cell Axon Guidance (GO:0031290)",0.191378773518547,3,7,0.172956167831951,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Peroxisomal Membrane Transport (GO:0015919)",0.192110099070516,5,15,0.202171193879771,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Ceramide 1-Phosphate Transfer Activity (GO:1902388)",0.19222592291033,2,4,0.202705799885643,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitochondrion Transport Along Microtubule (GO:0047497)",0.19248859099297,7,21,0.143295506600648,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::G-quadruplex DNA Binding (GO:0051880)",0.192694340985196,5,10,0.0429238971406397,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Retrograde Axonal Transport (GO:0008090)",0.192782348558645,5,14,0.16171878480423,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Localization to Site of Double-Strand Break (GO:1990166)",0.192822829859878,6,15,0.0808139666531466,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Lamellipodium Assembly (GO:0010591)",0.192846700903979,9,29,0.14938644455495,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of RNA Biosynthetic Process (GO:1902679)",0.193041221946222,89,413,0.490705134927318,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cardioblast Differentiation (GO:0010002)",0.193135947905561,3,7,0.172956167831951,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Double-Strand Break Repair via Nonhomologous End Joining (GO:2001032)",0.193192942218764,9,28,0.125682385930918,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Macrophage Differentiation (GO:0045650)",0.19343603124669,2,3,0.117804944561172,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Nucleocytoplasmic Transport (GO:0046823)",0.19353918472802,7,18,0.0703387133329694,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Base-excision Repair, Gap-Filling (GO:0006287)",0.193667988171187,3,13,0.549157892639687,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Localization to Synapse (GO:0035418)",0.193858621926893,6,21,0.284125865768989,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Platelet-derived Growth Factor Receptor Signaling Pathway (GO:0048008)",0.19390423482079,5,15,0.202171193879771,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of ERBB Signaling Pathway (GO:1901184)",0.193987574055908,4,14,0.350781944467077,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::SiRNA Binding (GO:0035197)",0.194137886593081,4,8,0.0700136003129681,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Box C/D Methylation Guide snoRNP Complex (GO:0031428)",0.194265732954406,2,5,0.291687363242957,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Box C/D RNP Complex (GO:0170049)",0.194265732954406,2,5,0.291687363242957,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Morphogenesis of a Polarized Epithelium (GO:0001738)",0.194343460352316,3,9,0.299456882617527,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Nuclear Inner Membrane (GO:0005637)",0.194585804638476,9,25,0.0678967445422724,"GO_Cellular_Component_2026",1,0.48913611177553,"n.s."
"GO_Molecular_Function_2026::Aldose Reductase (NADPH) Activity (GO:0004032)",0.195078218486462,3,8,0.23472170834334,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Fatty Acid Beta-Oxidation (GO:0006635)",0.195133190502328,13,49,0.236144978409451,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Macromolecule Depalmitoylation (GO:0098734)",0.195188007657927,3,6,0.116831496732964,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Depalmitoylation (GO:0002084)",0.195188007657927,3,6,0.116831496732964,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::RNA Polymerase II Complex Binding (GO:0000993)",0.195392619046915,12,41,0.149525161011361,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Transport Along Microtubule (GO:0010970)",0.195980902216793,16,51,0.0628993076409255,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Transcription Elongation by RNA Polymerase II (GO:0006368)",0.196133400272573,14,55,0.277623166354313,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Microtubule-Based Process (GO:0032886)",0.19659563723759,11,41,0.248925037536026,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::TRNA Surveillance (GO:0106354)",0.196635042946911,4,8,0.0700136003129681,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Anterograde Axonal Transport (GO:0008089)",0.196714362319848,11,36,0.129262470734466,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Insulin Secretion (GO:0032024)",0.196732282925258,8,40,0.647144433117524,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Neutrophil Activation (GO:0042119)",0.196822360629418,5,16,0.245534221700854,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Presynapse Assembly (GO:0099054)",0.197052544597448,5,14,0.16171878480423,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Striated Muscle Cell Differentiation (GO:0051146)",0.197345121008577,4,14,0.350781944467077,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Chemokine (GO:1990868)",0.197569627042484,4,13,0.296763898849121,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Cytoplasmic Vesicle Membrane (GO:0030659)",0.197731434445309,87,402,0.473147934423054,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Signal Transduction (GO:0009966)",0.197778464589798,42,197,0.540000026487222,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Lipopolysaccharide (GO:0032496)",0.197840393122272,37,135,0.0573461719684031,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Microtubule Anchoring at Microtubule Organizing Center (GO:0072393)",0.197950921056438,5,13,0.124962580737556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Organelle Assembly (GO:0070925)",0.198099958633194,89,335,0.0131456717118746,"GO_Biological_Process_2026",1,0.57523296945007,"n.s."
"GO_Biological_Process_2026::Regulation of Intracellular Signal Transduction (GO:1902531)",0.198234631941742,71,318,0.363862985955857,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Protein Modification Process (GO:0031399)",0.198338028366442,6,23,0.367869673542182,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Stem Cell Proliferation (GO:0072091)",0.198502419196807,4,11,0.193465686930167,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::RNA Localization to Cajal Body (GO:0090670)",0.198646917099642,4,11,0.193465686930167,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Lens Fiber Cell Differentiation (GO:0070306)",0.1991050077271,2,7,0.461578947964356,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Cardiac Muscle Adaptation (GO:0010616)",0.199247980074841,2,5,0.291687363242957,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Cardiac Muscle Hypertrophy in Response to Stress (GO:1903243)",0.199247980074841,2,5,0.291687363242957,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Astral Microtubule (GO:0000235)",0.199322577182541,4,7,0.041998601934314,"GO_Cellular_Component_2026",1,0.39802159166775,"n.s."
"GO_Molecular_Function_2026::DNA N-glycosylase Activity (GO:0019104)",0.199344323547997,3,10,0.364879974497388,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Mitochondrial Translation (GO:0070129)",0.199590215444337,6,21,0.284125865768989,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Chaperone-Mediated Autophagy (GO:1904714)",0.199817207831694,2,7,0.461578947964356,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Ubiquitination (GO:0031397)",0.199906268913687,14,51,0.186274495023573,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Mitochondrial Outer Membrane (GO:0005741)",0.200179313533354,39,164,0.254278209970236,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of RNA Polymerase II Transcription Preinitiation Complex Assembly (GO:0045898)",0.200308974204017,3,6,0.116831496732964,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Type B Pancreatic Cell Proliferation (GO:0044342)",0.200402491794466,2,4,0.202705799885643,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::NEDD8 Transferase Activity (GO:0019788)",0.200596228057688,3,6,0.116831496732964,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Autophagy (GO:0010508)",0.200686868863738,23,92,0.233308418307567,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903321)",0.200779639554988,13,51,0.286281274595657,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Spliceosomal Conformational Changes to Generate Catalytic Conformation (GO:0000393)",0.200810323827095,10,38,0.285254827278724,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Central Nervous System Neuron Axonogenesis (GO:0021955)",0.200991822066067,4,9,0.105251359794966,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Photoreceptor Cell Development (GO:0042461)",0.200994660771621,7,18,0.0703387133329694,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Actin Filament-Based Transport (GO:0099515)",0.201132889953258,3,7,0.172956167831951,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Mast Cell Degranulation (GO:0043306)",0.201319561117766,2,5,0.291687363242957,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Metaphase/Anaphase Transition of Cell Cycle (GO:1902101)",0.201338733688932,5,13,0.124962580737556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::DNA Replication, Synthesis of Primer (GO:0006269)",0.20135770697628,3,5,0.0692334548496716,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Dendritic Spine Development (GO:0060999)",0.201449651661911,7,23,0.20598786061624,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::R-loop Processing (GO:0062176)",0.201920907783934,5,10,0.0429238971406397,"GO_Biological_Process_2026",1,0.900795141760634,"n.s."
"GO_Biological_Process_2026::Cellular Response to Cadmium Ion (GO:0071276)",0.201929786180839,3,10,0.364879974497388,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Telomere Maintenance (GO:0032204)",0.202165712204621,16,52,0.073485145184605,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::9+0 Non-Motile Cilium (GO:0097731)",0.202283214464543,4,10,0.146803001564517,"GO_Cellular_Component_2026",1,0.743878732520404,"n.s."
"GO_Cellular_Component_2026::Endoribonuclease Complex (GO:1902555)",0.202384361192665,5,17,0.290983386132374,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::L-glutamate Biosynthetic Process (GO:0097054)",0.202817082195184,2,3,0.117804944561172,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::SRP-dependent Cotranslational Protein Targeting to Membrane, Signal Sequence Recognition (GO:0006617)",0.202828127150149,4,8,0.0700136003129681,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::RNA 3'-End Processing (GO:0031123)",0.202905440261976,18,55,0.0340286319992102,"GO_Biological_Process_2026",1,0.849143048081133,"n.s."
"GO_Biological_Process_2026::CD8-positive, Alpha-Beta T Cell Differentiation (GO:0043374)",0.202982413139367,6,16,0.106772532673388,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034393)",0.203155032965345,4,11,0.193465686930167,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::TRNA 5'-End Processing (GO:0099116)",0.20336404458865,5,15,0.202171193879771,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Fibroblast Apoptotic Process (GO:2000271)",0.203581535068165,3,6,0.116831496732964,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Intracellular Protein Transport (GO:0006886)",0.203666260346938,69,282,0.117047388790537,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Steroid Hormone Receptor Signaling Pathway (GO:0043401)",0.203847623919379,3,9,0.299456882617527,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Ionizing Radiation (GO:0010212)",0.203924280705168,21,71,0.0657557481883147,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Smooth Muscle Contraction (GO:0006939)",0.203970706657048,4,10,0.146803001564517,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Cis-Golgi Network Membrane (GO:0033106)",0.204083844799775,4,11,0.193465686930167,"GO_Cellular_Component_2026",1,0.850581899434356,"n.s."
"GO_Biological_Process_2026::Protein-DNA Complex Disassembly (GO:0032986)",0.204129184785356,5,14,0.16171878480423,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Embryonic Digestive Tract Morphogenesis (GO:0048557)",0.204266400347382,2,4,0.202705799885643,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cell Killing (GO:0031341)",0.204711867377153,4,8,0.0700136003129681,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Biological_Process_2026::Cell Fate Commitment Involved in Formation of Primary Germ Layer (GO:0060795)",0.205053865168204,3,6,0.116831496732964,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Catecholamine (GO:0071869)",0.205063615612495,2,4,0.202705799885643,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Synapse Maturation (GO:0090129)",0.205390607056046,2,7,0.461578947964356,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Auditory Behavior (GO:0031223)",0.205659823658176,2,6,0.379115296497954,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Learned Vocalization Behavior or Vocal Learning (GO:0098598)",0.205659823658176,2,6,0.379115296497954,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nucleosome Disassembly (GO:0006337)",0.205835506481826,4,11,0.193465686930167,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::DNA Replication Initiation (GO:0006270)",0.205941304930415,8,24,0.121872592091551,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Microtubule Polymerization (GO:0031115)",0.206034699845118,3,9,0.299456882617527,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)",0.206237003432373,69,251,0.0124466401162059,"GO_Biological_Process_2026",1,0.57523296945007,"n.s."
"GO_Biological_Process_2026::Neg Reg Transmembrane Rec Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)",0.206575990694601,25,103,0.272143060344884,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Sulfurtransferase Activity (GO:0016783)",0.206692198047032,3,10,0.364879974497388,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Histone H3 Reader Activity (GO:0140006)",0.206694873693484,18,64,0.124268651911559,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Maturation (GO:0051604)",0.206764715423464,43,176,0.184807393207174,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of BMP Signaling Pathway (GO:0030510)",0.207050381780487,14,54,0.253440549550984,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Secretory Granule Organization (GO:0033363)",0.207165956826041,8,25,0.14727299093827,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Fatty Acid Metabolic Process (GO:0045923)",0.207323957450153,4,15,0.404822217407916,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nuclear Pore Organization (GO:0006999)",0.207934725374401,7,15,0.0257825835641404,"GO_Biological_Process_2026",1,0.755396552577007,"n.s."
"GO_Biological_Process_2026::Regulation of Neurofibrillary Tangle Assembly (GO:1902996)",0.208130387803539,2,6,0.379115296497954,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Activation of Protein Kinase Activity (GO:0032147)",0.208241201250453,12,40,0.129740340593985,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Wound Healing, Spreading of Epidermal Cells (GO:0035313)",0.208440031158334,4,11,0.193465686930167,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of mRNA Splicing, via Spliceosome (GO:0048025)",0.208571164174592,8,27,0.204843849727668,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Ceramide Transport (GO:0035627)",0.20877053621983,5,15,0.202171193879771,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::TORC1 Signaling (GO:0038202)",0.209078072591749,5,18,0.337702002363546,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Macrophage Migration (GO:1905517)",0.209250202503175,3,9,0.299456882617527,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Reactive Oxygen Species (GO:0000302)",0.20927616704541,13,48,0.212474019259467,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of mRNA Stability (GO:0043488)",0.209463490864742,21,77,0.132399358334124,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::TRNA Transport (GO:0051031)",0.210044626819228,3,6,0.116831496732964,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage by P53 Class Mediator (GO:0042771)",0.210118110701952,6,22,0.325639635387588,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Neuron-glial Cell Signaling (GO:0150099)",0.210326957947859,1,2,0.382278812412902,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Microtubule Nucleation (GO:0007020)",0.210362476483614,9,31,0.202709829138274,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::G-rich Strand Telomeric DNA Binding (GO:0098505)",0.210792142490388,4,10,0.146803001564517,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Cell Fate Commitment (GO:0010454)",0.211067737692231,2,6,0.379115296497954,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of T-helper 17 Cell Lineage Commitment (GO:2000329)",0.211067737692231,2,6,0.379115296497954,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Endoplasmic Reticulum Unfolded Protein Response (GO:0030968)",0.211211751140215,15,52,0.128217672028855,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::CD8-positive, Alpha-Beta T Cell Activation (GO:0036037)",0.211320433836965,6,17,0.136456227065207,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)",0.211353932699884,5,14,0.16171878480423,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Transcription by RNA Polymerase III (GO:0045945)",0.211391083004326,7,19,0.0915499992018683,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of RNA Splicing (GO:0043484)",0.211519341825367,29,104,0.0702178389378533,"GO_Biological_Process_2026",1,0.992260376447756,"n.s."
"GO_Molecular_Function_2026::Myosin Phosphatase Regulator Activity (GO:0017020)",0.211534062378801,2,6,0.379115296497954,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Translation (GO:0017148)",0.211982366498366,25,95,0.148050802360626,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Cation Transmembrane Transport (GO:1904064)",0.212051785556685,4,16,0.457918215976936,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Phosphatase Binding (GO:0019902)",0.212101231174169,26,110,0.317886271880131,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904753)",0.212186695587663,2,3,0.117804944561172,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Cilium (GO:0005929)",0.212262666333867,68,253,0.0214181477761352,"GO_Cellular_Component_2026",1,0.262715728877466,"n.s."
"GO_Biological_Process_2026::Intraciliary Anterograde Transport (GO:0035720)",0.212377193364117,8,20,0.04628654304159,"GO_Biological_Process_2026",1,0.944384130687423,"n.s."
"GO_Biological_Process_2026::Response to Angiotensin (GO:1990776)",0.212469229605272,3,7,0.172956167831951,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitochondrial ATP Transmembrane Transport (GO:1990544)",0.212632505419495,2,4,0.202705799885643,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Starvation (GO:0009267)",0.212970836786416,34,139,0.215641842575261,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Actin Polymerization or Depolymerization (GO:0008064)",0.21320156858534,6,24,0.410285044916068,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Synapse Maturation (GO:0090128)",0.213617498839046,3,10,0.364879974497388,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cardiac Muscle Cell Apoptotic Process (GO:0010665)",0.213691690008797,3,11,0.429160332335097,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Mannosyl-oligosaccharide 1,2-Alpha-Mannosidase Activity (GO:0004571)",0.213720559917816,3,7,0.172956167831951,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of T-helper 17 Cell Differentiation (GO:2000320)",0.214063570377181,3,11,0.429160332335097,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Isoprenoid Metabolic Process (GO:0006720)",0.214070242702749,4,10,0.146803001564517,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Neutrophil Migration (GO:1902624)",0.214157073875382,7,23,0.20598786061624,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Lipoprotein Catabolic Process (GO:0042159)",0.214722067060829,3,7,0.172956167831951,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Calcium Channel Inhibitor Activity (GO:0019855)",0.214751390666286,4,10,0.146803001564517,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nephron Tubule Development (GO:0072080)",0.214801819497209,2,4,0.202705799885643,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:1902253)",0.214821361700203,4,12,0.243901954814793,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Calcium Ion-Regulated Exocytosis of Neurotransmitter (GO:0048791)",0.215190054385753,3,7,0.172956167831951,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Membrane Protein Ectodomain Proteolysis (GO:0051044)",0.215292338403128,4,13,0.296763898849121,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Behavior (GO:0050795)",0.215523298752468,6,17,0.136456227065207,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Phosphatase Inhibitor Activity (GO:0019212)",0.215574755086337,9,29,0.14938644455495,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Glial Cell Differentiation (GO:0045685)",0.21566484494688,3,6,0.116831496732964,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Autoubiquitination (GO:0051865)",0.215686972948642,18,60,0.0746894462039199,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Retrograde Neuronal Dense Core Vesicle Transport (GO:1990049)",0.215877099253386,2,5,0.291687363242957,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cilium Assembly (GO:1902017)",0.215951282479214,22,84,0.172789690424957,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Axon Guidance (GO:1902667)",0.2162933691277,2,3,0.117804944561172,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Formation of Cytoplasmic Translation Initiation Complex (GO:0001732)",0.217337275726002,5,14,0.16171878480423,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Adenylate Cyclase Activity (GO:0045762)",0.217539738310646,3,12,0.490913124841864,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Ubiquitin Protein Ligase Activity (GO:0061630)",0.217629183066458,64,272,0.213546481878595,"GO_Molecular_Function_2026",1,1,"n.s."
